,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H3,H5,H7,H9,H11
18.5,6461965.0,5785048.0,6569417.0,5552056.0,6056188.0,5542319.0,4733562.0,4469041.0,5302377.0,6660049.0,5374174.0,4544025.0,5343113.0,5694366.0,5902186.0,5504477.0,6254421.0,5567075.0,5541895.0,5532892.0,5389677.0,5762051.0,5494954.0,5735554.0,8923002.0,9618891.0,9441933.0,9816089.0,9259664.0,8272224.0,14391500.0,15348925.0,15927313.0,14024935.0,14098484.0,15345698.0,286570.0,295542.0,281822.0,282906.0,280581.0,296546.0
19.0,6533267.0,5886074.0,6593743.0,5626965.0,6081043.0,5611800.0,4773597.0,4523781.0,5383892.0,6649626.0,5460570.0,4592926.0,5418573.0,5734798.0,5915787.0,5571317.0,6272194.0,5596619.0,5615948.0,5607311.0,5434479.0,5811948.0,5533263.0,5798713.0,9053852.0,9793096.0,9548134.0,9871835.0,9306531.0,8311210.0,14500168.0,15491921.0,16144439.0,14174010.0,14189850.0,15501245.0,285836.0,292812.0,284544.0,284501.0,278487.0,291856.0
19.5,6755743.0,5901901.0,6737871.0,5781463.0,6288558.0,5776486.0,4929417.0,4705831.0,5472522.0,6832220.0,5573250.0,4731983.0,5614335.0,5860717.0,6060788.0,5729861.0,6475243.0,5779906.0,5771468.0,5763253.0,5562551.0,6006681.0,5694467.0,5956597.0,9379985.0,10107226.0,9907711.0,10127060.0,9547021.0,8575359.0,15038365.0,16004337.0,16498363.0,14644056.0,14678018.0,16034300.0,287145.0,291887.0,285623.0,282455.0,280238.0,293770.0
20.0,6963978.0,6097136.0,6926720.0,5924976.0,6452378.0,5961026.0,5017056.0,4761541.0,5606036.0,6982968.0,5744619.0,4848641.0,5699589.0,6009607.0,6223171.0,5831915.0,6598976.0,5891869.0,5899097.0,5889675.0,5703202.0,6172483.0,5792133.0,6106684.0,9591732.0,10257167.0,10091249.0,10359195.0,9753227.0,8751040.0,15469003.0,16317707.0,16978738.0,15076952.0,14923590.0,16424354.0,287536.0,296215.0,284369.0,290633.0,284871.0,297124.0
20.5,7112526.0,6073553.0,7078878.0,6081064.0,6601191.0,6076291.0,5099239.0,4900621.0,5748369.0,7081077.0,5903959.0,4963455.0,5881215.0,6142781.0,6311960.0,5983573.0,6748356.0,5999703.0,6016807.0,6010276.0,5823720.0,6361745.0,5944718.0,6209343.0,9843551.0,10629497.0,10304668.0,10458780.0,9994867.0,8970993.0,15854370.0,16688530.0,17359398.0,15419590.0,15406741.0,16893813.0,293328.0,299669.0,286336.0,288140.0,284432.0,294876.0
21.0,7224656.0,6149176.0,7082894.0,6185017.0,6686418.0,6211851.0,5154711.0,4959490.0,5727303.0,7124351.0,5953691.0,5040192.0,5933015.0,6149041.0,6388508.0,5974804.0,6796955.0,6061734.0,6092076.0,6054555.0,5876000.0,6462583.0,5995192.0,6305364.0,10010965.0,10722658.0,10507797.0,10525992.0,10093564.0,9081067.0,15987694.0,16839243.0,17446415.0,15552881.0,15597922.0,17190834.0,292181.0,297041.0,289896.0,292875.0,284032.0,298163.0
21.5,7500657.0,6193521.0,7336031.0,6367423.0,6879327.0,6383775.0,5318905.0,5059466.0,5937383.0,7383272.0,6180151.0,5197439.0,6140922.0,6293144.0,6514792.0,6151467.0,6979734.0,6184283.0,6264389.0,6228020.0,6044084.0,6642466.0,6162304.0,6436005.0,10335233.0,10973976.0,10824202.0,10841360.0,10462362.0,9326723.0,16541083.0,17367205.0,18087204.0,15983982.0,16087573.0,17765343.0,297465.0,301741.0,291717.0,293908.0,290346.0,300596.0
22.0,7526117.0,6019418.0,7320262.0,6408436.0,6893657.0,6395852.0,5306965.0,5115062.0,5962749.0,7354580.0,6169539.0,5213907.0,6130276.0,6318724.0,6521130.0,6135033.0,6956789.0,6200734.0,6254975.0,6175185.0,6032186.0,6732987.0,6154047.0,6512460.0,10405838.0,11155301.0,10887583.0,10827737.0,10440103.0,9447480.0,16662890.0,17536790.0,18207236.0,16144081.0,16236247.0,17808094.0,292917.0,296185.0,290197.0,292385.0,287122.0,298215.0
22.5,7719444.0,6026887.0,7406660.0,6554226.0,7055895.0,6496876.0,5425564.0,5251585.0,6000651.0,7471554.0,6275482.0,5361999.0,6311411.0,6420970.0,6622458.0,6233444.0,7103857.0,6328126.0,6339774.0,6354137.0,6148383.0,6938840.0,6219272.0,6631286.0,10682125.0,11353558.0,11233137.0,11012341.0,10707794.0,9649014.0,16947098.0,17886781.0,18504339.0,16512584.0,16622926.0,18385402.0,293332.0,300942.0,292222.0,293943.0,283442.0,300102.0
23.0,7733994.0,6039039.0,7474163.0,6575724.0,6997566.0,6530828.0,5442258.0,5242556.0,6061374.0,7483121.0,6295005.0,5443735.0,6341119.0,6431404.0,6600564.0,6229728.0,7050134.0,6295355.0,6379646.0,6318472.0,6139355.0,6991709.0,6226979.0,6597130.0,10674067.0,11405284.0,11190196.0,11000572.0,10720277.0,9654333.0,17219332.0,17904404.0,18665012.0,16623670.0,16805065.0,18448674.0,292131.0,297027.0,283604.0,286342.0,287304.0,294473.0
23.5,7947937.0,6246521.0,7611096.0,6784718.0,7178430.0,6649502.0,5567781.0,5391954.0,6196329.0,7598126.0,6397205.0,5536603.0,6484582.0,6576029.0,6739598.0,6301907.0,7169103.0,6364199.0,6506821.0,6454301.0,6210968.0,7179500.0,6354767.0,6795012.0,10946989.0,11738250.0,11558942.0,11255886.0,10975365.0,9911333.0,17626451.0,18446115.0,19210333.0,16977325.0,17153114.0,18999640.0,290321.0,295778.0,284187.0,287266.0,281387.0,292591.0
24.0,8092938.0,6320773.0,7596785.0,6833089.0,7208962.0,6720409.0,5610303.0,5414616.0,6194880.0,7685165.0,6431961.0,5617303.0,6582329.0,6626768.0,6748168.0,6380896.0,7256130.0,6460304.0,6524953.0,6494100.0,6273393.0,7217688.0,6421716.0,6864389.0,11114635.0,11862510.0,11712907.0,11389228.0,11033268.0,10028995.0,17843567.0,18659030.0,19368532.0,17216807.0,17413987.0,19268793.0,289093.0,294235.0,285347.0,288816.0,286312.0,296989.0
24.5,6625810.0,6635086.0,7277072.0,6517392.0,6523873.0,7291391.0,5162058.0,5521553.0,4642533.0,6029025.0,5816291.0,5075052.0,5505018.0,5489574.0,5634891.0,5602835.0,6701763.0,5331962.0,5781197.0,5260019.0,5399328.0,6115968.0,5698866.0,6539577.0,8439666.0,8885377.0,8126252.0,9515415.0,8627216.0,8212833.0,16625795.0,15390264.0,15059609.0,16146386.0,14534669.0,16531778.0,285387.0,287006.0,280119.0,275494.0,272289.0,277428.0
25.0,8493218.0,6841908.0,7883802.0,7159788.0,7529406.0,6910572.0,5921951.0,5760768.0,6613184.0,7809369.0,6680123.0,5997093.0,6914785.0,6839004.0,7024405.0,6625875.0,7485166.0,6714937.0,6893582.0,6793947.0,6560414.0,7613350.0,6661552.0,7158623.0,11892598.0,12886897.0,12425792.0,12166708.0,11652010.0,10773508.0,18916638.0,19893530.0,20644806.0,18246087.0,18591553.0,20566420.0,291953.0,297720.0,290686.0,287100.0,286542.0,298497.0
25.5,8842930.0,7011118.0,8109907.0,7353299.0,7755227.0,7131664.0,6091866.0,5834067.0,6750077.0,8090825.0,6827804.0,6246991.0,7144122.0,7059663.0,7232652.0,6772957.0,7685959.0,6903089.0,7082813.0,7026445.0,6731662.0,7883640.0,6855704.0,7363121.0,12557027.0,13361445.0,12942455.0,12580016.0,12054310.0,11141978.0,19459160.0,20518122.0,21351332.0,18829708.0,19143901.0,21233703.0,294631.0,300846.0,289125.0,295479.0,290493.0,298308.0
26.0,9042626.0,7181755.0,8270873.0,7465328.0,7787157.0,7232966.0,6196216.0,5883431.0,6901411.0,8190861.0,6962484.0,6383566.0,7262929.0,7133543.0,7302297.0,6821563.0,7742129.0,6931817.0,7181376.0,7077997.0,6781587.0,7938215.0,6925673.0,7467775.0,12818623.0,13693562.0,13131759.0,12844190.0,12286933.0,11510405.0,19899644.0,20897242.0,21558749.0,19201253.0,19501831.0,21656778.0,291853.0,299655.0,290011.0,294532.0,288144.0,303167.0
26.5,9512554.0,7429771.0,8462867.0,7695072.0,8035491.0,7427187.0,6389012.0,6261343.0,7093474.0,8342486.0,7162764.0,6539739.0,7580091.0,7315681.0,7515257.0,7033042.0,7937548.0,7134409.0,7404543.0,7251513.0,6953878.0,8160990.0,7120849.0,7748318.0,13247487.0,14271219.0,13744680.0,13371355.0,12844072.0,11990510.0,20522025.0,21653426.0,22308421.0,19802617.0,20190281.0,22513915.0,291348.0,302329.0,291352.0,291842.0,287250.0,296512.0
27.0,9697687.0,7554273.0,8536735.0,7802759.0,8088862.0,7525117.0,6494854.0,6433138.0,7200995.0,8422882.0,7283949.0,6744826.0,7747928.0,7376772.0,7510319.0,7041863.0,7988658.0,7185171.0,7571307.0,7372207.0,7034802.0,8190084.0,7147699.0,7847099.0,13449807.0,14572436.0,13970849.0,13603876.0,13064919.0,12335063.0,20774156.0,21959821.0,22680473.0,20199647.0,20460362.0,22806328.0,293790.0,299313.0,290624.0,286876.0,282699.0,301911.0
27.5,9919131.0,7824261.0,8833028.0,8082231.0,8275385.0,7733361.0,6677013.0,6670387.0,7488802.0,8598313.0,7537836.0,7008985.0,8075879.0,7560039.0,7702840.0,7221286.0,8218062.0,7334317.0,7759863.0,7552218.0,7203929.0,8362755.0,7303493.0,8139865.0,13871031.0,14531586.0,14299705.0,13145561.0,12687717.0,12049815.0,21649651.0,22820583.0,23459630.0,20870422.0,21288695.0,23814003.0,292244.0,300647.0,291208.0,287898.0,285668.0,300563.0
28.0,10283955.0,7981765.0,8862142.0,8147225.0,8340286.0,7814619.0,6739586.0,6901122.0,7540413.0,8566360.0,7601454.0,7103763.0,8276897.0,7638165.0,7709902.0,7258416.0,8242414.0,7398462.0,7610455.0,7599098.0,7257710.0,8392542.0,7391728.0,8219385.0,14127467.0,14798943.0,14016872.0,13843900.0,13255625.0,12630815.0,21703462.0,23005654.0,23697834.0,21148450.0,21551083.0,24066209.0,294340.0,297256.0,285601.0,287077.0,286936.0,299367.0
28.5,10626135.0,8218768.0,9137605.0,8386770.0,8544678.0,8069605.0,6902131.0,6911313.0,7698184.0,8333021.0,7656368.0,7296915.0,8526050.0,7877280.0,7891075.0,7429011.0,8476059.0,7612182.0,7870444.0,7815261.0,7445097.0,8586803.0,7537070.0,8130875.0,14539714.0,15241708.0,14523942.0,14188641.0,13638379.0,12994418.0,22290896.0,23655951.0,24406044.0,21828904.0,22194104.0,23928732.0,287156.0,298181.0,287866.0,289959.0,286236.0,296506.0
29.0,10921833.0,8153779.0,9137698.0,8410213.0,8596515.0,8106841.0,6827856.0,7531090.0,7524281.0,8616968.0,7589606.0,7386964.0,8647777.0,8014560.0,8020535.0,7593422.0,8469720.0,7738402.0,8069944.0,7548940.0,7475762.0,8628309.0,7675345.0,8397759.0,14764974.0,15334072.0,14672643.0,14338070.0,13707096.0,13198615.0,22427734.0,22754608.0,23353028.0,21903146.0,22622812.0,24895346.0,286991.0,297632.0,286036.0,287840.0,285974.0,297125.0
29.5,11473042.0,8769375.0,9398051.0,8708092.0,8791232.0,8257545.0,7249744.0,7790483.0,7966272.0,8942890.0,8001384.0,7763098.0,9029224.0,8311710.0,8305889.0,7847269.0,8482285.0,7765163.0,8312468.0,8103385.0,7636639.0,8928478.0,7917495.0,8766566.0,15543419.0,15873669.0,15135078.0,14822022.0,14213148.0,13655313.0,23147988.0,24324707.0,24956138.0,22489493.0,22542020.0,25790948.0,286274.0,296008.0,287264.0,289118.0,283609.0,298568.0
30.0,11804492.0,8987985.0,9807569.0,9058683.0,9205051.0,8719275.0,7378133.0,8038318.0,8158156.0,9086931.0,8163359.0,7921469.0,9239431.0,8239483.0,8195657.0,7684421.0,8907796.0,8102630.0,8451062.0,8299436.0,7942929.0,9002929.0,7828252.0,8897017.0,15886735.0,16237054.0,15466383.0,15090569.0,14464966.0,13947818.0,23768782.0,24865988.0,25571281.0,23218360.0,23719743.0,26297633.0,295927.0,300834.0,290518.0,285816.0,288587.0,299587.0
30.5,12397781.0,9258689.0,10097178.0,9397129.0,9440668.0,9016895.0,7557519.0,8418576.0,8354306.0,9233101.0,8356283.0,8141450.0,9558431.0,8640505.0,8577823.0,8235655.0,9136811.0,8402795.0,8668647.0,8476588.0,8152269.0,9242834.0,8200228.0,9191034.0,16474659.0,16738030.0,15853562.0,15415039.0,14813290.0,14387438.0,24337453.0,25365764.0,26183507.0,23862004.0,24443567.0,27304432.0,294307.0,301569.0,292125.0,292276.0,288296.0,296557.0
31.0,12740966.0,9345895.0,10157946.0,9479487.0,9610309.0,9148115.0,7629005.0,8682360.0,8367341.0,9325632.0,8407744.0,8213585.0,9796501.0,8714669.0,8698896.0,8324442.0,9238025.0,8430900.0,8757136.0,8515885.0,8229392.0,9294572.0,8350333.0,9240015.0,16858337.0,16909838.0,15901369.0,15622682.0,15073156.0,14571310.0,24459439.0,25723853.0,26213609.0,23982724.0,24643850.0,27492433.0,293399.0,296513.0,288973.0,288111.0,286450.0,299521.0
31.5,13236841.0,9619331.0,10500324.0,9793959.0,9836647.0,9451424.0,7833434.0,9141872.0,8612709.0,9616091.0,8676798.0,8467536.0,10108976.0,8930217.0,8892732.0,8553434.0,9461531.0,8657438.0,8983049.0,8711385.0,8423927.0,9510421.0,8567638.0,9488894.0,17365080.0,17424480.0,16332092.0,16068621.0,15416877.0,14997111.0,25182660.0,26319471.0,27009914.0,24681923.0,25269707.0,28344176.0,292997.0,302930.0,290228.0,297799.0,287059.0,303731.0
32.0,13549758.0,9702870.0,10609228.0,9871335.0,9976590.0,9545290.0,7909202.0,9319200.0,8722626.0,9557446.0,8741771.0,8566526.0,10336718.0,9008009.0,8932530.0,8573199.0,9461232.0,8704606.0,9074789.0,8768025.0,8440180.0,9569226.0,8627824.0,9576022.0,17660608.0,17505712.0,16457722.0,16141006.0,15508068.0,15145579.0,25271641.0,26535452.0,26979458.0,24676811.0,25445796.0,28703276.0,296441.0,299093.0,291780.0,292485.0,285991.0,300495.0
32.5,13974765.0,9916316.0,10769150.0,10144580.0,10206292.0,9758059.0,8076322.0,9565731.0,8845888.0,9790575.0,8857916.0,8752154.0,10600999.0,9171672.0,9088563.0,8769578.0,9688132.0,8861233.0,9205751.0,8958731.0,8595733.0,9735885.0,8754554.0,9765038.0,18199140.0,17853172.0,16856251.0,16393673.0,15868051.0,15445357.0,25684811.0,26994411.0,27619621.0,25254062.0,25982940.0,29300765.0,292585.0,306175.0,295745.0,290144.0,285756.0,303092.0
33.0,14188519.0,9896109.0,10806138.0,10172581.0,10162537.0,9789203.0,8106402.0,9679238.0,8894578.0,9790305.0,8887574.0,8788760.0,10724608.0,9149127.0,9101680.0,8739163.0,9599489.0,8901763.0,9265170.0,8974823.0,8638186.0,9689317.0,8757401.0,9793601.0,18176802.0,17886186.0,16881211.0,16349296.0,15853402.0,15517231.0,25851047.0,26947538.0,27523127.0,25298952.0,25948100.0,29361461.0,289481.0,301501.0,289863.0,293184.0,284052.0,301130.0
33.5,14689438.0,10184149.0,11139159.0,10470526.0,10468478.0,10015202.0,8276712.0,9947520.0,9073876.0,9921731.0,9063315.0,9054763.0,11081765.0,9356017.0,9272174.0,8962289.0,9859154.0,9099726.0,9486868.0,9201735.0,8838029.0,9875791.0,8948861.0,10027009.0,18775830.0,18342980.0,17211268.0,16709634.0,16216253.0,15805002.0,26294324.0,27593920.0,28120729.0,25692735.0,26562219.0,30030895.0,292006.0,297054.0,286898.0,292744.0,287409.0,296180.0
34.0,14964950.0,10250846.0,11146306.0,10564536.0,10530140.0,10207992.0,8381759.0,10039543.0,9133653.0,10014000.0,9167059.0,9114622.0,11268643.0,9454899.0,9371020.0,9015066.0,9942375.0,9196251.0,9538773.0,9261708.0,8924442.0,9907335.0,9012652.0,10148994.0,18914871.0,18419373.0,17329700.0,16830318.0,16328017.0,16038925.0,26487132.0,27834326.0,28333752.0,25916250.0,26739096.0,30306256.0,291060.0,296584.0,289896.0,283759.0,286185.0,296077.0
34.5,15573170.0,10623971.0,11535610.0,10919813.0,10835585.0,10531919.0,8641200.0,10301673.0,9448317.0,10359279.0,9485200.0,9488180.0,11698339.0,9765565.0,9680010.0,9276972.0,10269096.0,9454901.0,9843155.0,9471913.0,9186381.0,10127690.0,9358001.0,10455002.0,19481924.0,18995330.0,17865569.0,17260782.0,16768424.0,16475636.0,27357825.0,28582934.0,29110014.0,26844675.0,27670277.0,31215497.0,290368.0,302044.0,290117.0,289553.0,287681.0,301856.0
35.0,15921716.0,10814304.0,11682659.0,11107146.0,11003729.0,10648120.0,8803916.0,10527163.0,9563177.0,10427617.0,9605971.0,9614274.0,11953116.0,9864261.0,9808811.0,9491778.0,10359518.0,9629495.0,9939779.0,9626788.0,9288032.0,10250777.0,9456120.0,10623744.0,19948603.0,19217938.0,18115511.0,17428190.0,16920960.0,16765965.0,27552133.0,28968806.0,29412994.0,27067833.0,27876102.0,31720264.0,294102.0,300574.0,289076.0,295038.0,292921.0,304021.0
35.5,16463023.0,11032767.0,11954541.0,11400209.0,11319834.0,10982547.0,8988169.0,10691861.0,9776956.0,10702557.0,9844250.0,9956324.0,12406867.0,10114677.0,10024665.0,9653570.0,10608626.0,9832917.0,10183408.0,9817945.0,9557461.0,10445743.0,9658888.0,10894017.0,20553393.0,19678591.0,18500108.0,17855503.0,17418105.0,17104953.0,28174005.0,29597964.0,29983484.0,27738354.0,28632168.0,32303276.0,297060.0,301119.0,292974.0,291801.0,288640.0,305099.0
36.0,16701639.0,11185005.0,12105066.0,11463818.0,11396794.0,11077381.0,9095267.0,10824122.0,9859573.0,10787091.0,9913303.0,10065453.0,12533099.0,10214036.0,10108472.0,9750945.0,10670990.0,9951248.0,10193586.0,9919446.0,9606102.0,10473262.0,9774918.0,10981713.0,20700918.0,19769067.0,18630250.0,17871631.0,17506832.0,17246573.0,28340168.0,29575294.0,30211577.0,27767426.0,28732038.0,32578506.0,295691.0,302799.0,291461.0,295100.0,283165.0,303014.0
36.5,17048321.0,11466283.0,12387478.0,11763106.0,11594774.0,11258620.0,9266678.0,11092805.0,10085376.0,10912884.0,10157215.0,10354496.0,12882805.0,10424637.0,10363467.0,9954092.0,10916329.0,10150394.0,10445557.0,10117493.0,9812933.0,10672538.0,9982068.0,11263573.0,21148132.0,20129750.0,18964535.0,18242480.0,17870750.0,17673705.0,29010296.0,30383260.0,30718639.0,28420979.0,29332100.0,33408930.0,296714.0,302885.0,293732.0,292538.0,287952.0,308085.0
37.0,17256358.0,11560126.0,12432157.0,11850638.0,11631617.0,11366115.0,9310225.0,11192635.0,10034116.0,10895715.0,10146792.0,10419755.0,13167045.0,10478784.0,10390379.0,10037541.0,10952005.0,10154868.0,10457526.0,10175032.0,9854100.0,10645934.0,10020598.0,11280700.0,21354261.0,20221986.0,19102001.0,18221409.0,17849750.0,17716636.0,28896222.0,30206896.0,30640244.0,28519076.0,29351279.0,33190113.0,303705.0,308661.0,292212.0,296639.0,291370.0,305342.0
37.5,17745359.0,11714966.0,12603733.0,12051227.0,11867212.0,11565233.0,9472525.0,11424501.0,10256433.0,11126971.0,10326095.0,10711549.0,13413718.0,10628965.0,10585443.0,10198934.0,11161875.0,10339639.0,10594466.0,10307474.0,9999341.0,10778482.0,10228318.0,11512043.0,21580500.0,20660970.0,19347858.0,18540025.0,18176227.0,17959691.0,29429884.0,30686954.0,31025272.0,28949789.0,29794993.0,33761693.0,294991.0,300944.0,290292.0,295390.0,290563.0,306163.0
38.0,17774277.0,11740871.0,12551398.0,12027962.0,11770357.0,11517110.0,9419897.0,11308120.0,10186391.0,10962985.0,10215848.0,10686934.0,13383780.0,10591880.0,10476024.0,10168185.0,11061342.0,10273218.0,10552832.0,10211346.0,9958119.0,10678942.0,10134375.0,11454053.0,21502662.0,20565469.0,19241415.0,18255076.0,17984162.0,17886062.0,29119034.0,30483871.0,30718771.0,28633608.0,29614437.0,33617962.0,292511.0,299159.0,288041.0,291286.0,284699.0,302745.0
38.5,17909350.0,11969851.0,12735243.0,12214547.0,12021918.0,11719854.0,9556417.0,11496239.0,10337785.0,11138249.0,10436538.0,10878903.0,13759446.0,10769588.0,10632189.0,10257622.0,11204717.0,10488432.0,10705756.0,10372571.0,10094318.0,10854415.0,10322174.0,11681721.0,21941647.0,20870407.0,19541842.0,18579659.0,18286188.0,18195445.0,29470917.0,30682419.0,30996099.0,29050891.0,30085324.0,34016645.0,290643.0,299180.0,290125.0,288065.0,285348.0,300777.0
39.0,17919987.0,11961525.0,12732963.0,12232229.0,11923587.0,11722006.0,9549934.0,11391050.0,10378991.0,11158006.0,10378955.0,10993918.0,13838682.0,10732123.0,10691546.0,10253552.0,11215636.0,10462176.0,10652784.0,10340574.0,10085731.0,10782240.0,10278754.0,11716004.0,21807793.0,20863794.0,19565735.0,18521179.0,18276004.0,18194515.0,29248154.0,30639891.0,30933488.0,28938338.0,29905402.0,33904114.0,291361.0,300152.0,286134.0,288125.0,285179.0,297924.0
39.5,18394476.0,12362765.0,13081611.0,12589399.0,12256420.0,11952189.0,9793334.0,11624361.0,10628634.0,11360995.0,10652416.0,11281963.0,14299528.0,11015041.0,10908327.0,10544449.0,11470684.0,10737576.0,10903626.0,10592096.0,10349672.0,11047373.0,10602521.0,12031326.0,22499426.0,21403607.0,20003349.0,18945534.0,18616510.0,18728814.0,30097853.0,31420862.0,31543118.0,29577676.0,30591217.0,34784092.0,293939.0,298683.0,291031.0,292687.0,283033.0,297629.0
