,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
10.0,1376030.0,905482.0,391362.0,889805.0,1634118.0,1930621.0,628233.0,600177.0,534021.0,400554.0,496085.0,993469.0,989618.0,504207.0,441481.0,4581844.0,1945232.0,2189004.0,1555295.0,892205.0,964501.0,432207.0,507073.0,991007.0,459037.0,378815.0,342218.0,13118821.0,15023156.0,15324423.0,12658443.0,13011776.0,15311924.0,342380.0,399449.0,489553.0,939071.0,467776.0,358292.0,6603136.0,26588045.0,23893869.0,24178221.0,25103781.0,12565265.0,356636.0,482038.0,846964.0,405532.0,399048.0,399853.0,321808.0,397384.0,4393677.0,402496.0,319808.0,341451.0,382342.0,476589.0,402074.0,34718199.0,34136815.0,34172263.0,29737503.0,31123557.0,31188339.0,27731982.0,25775582.0,26668326.0,28741152.0,28684970.0,29522668.0,12161005.0,12303841.0,11844561.0,11073941.0,10508756.0,10795216.0,253572.0,252049.0,256115.0,254868.0,237499.0,221127.0,276212.0,271316.0,278784.0,399845.0,396464.0,409747.0,402989.0,403504.0,370068.0,402132.0,364828.0,355409.0
10.5,1383359.0,915617.0,391294.0,886381.0,1629363.0,1900405.0,623868.0,599562.0,535411.0,402007.0,499020.0,993690.0,998660.0,505722.0,444581.0,4592620.0,1948886.0,2186078.0,1570337.0,892365.0,962469.0,429295.0,507583.0,992910.0,457262.0,378502.0,342127.0,11998729.0,15013480.0,15300076.0,12598483.0,13232602.0,15526034.0,342798.0,399260.0,490763.0,936284.0,470190.0,359235.0,6643010.0,26630935.0,23901700.0,24403927.0,25303912.0,12517492.0,365060.0,486049.0,843317.0,408151.0,397020.0,400892.0,316006.0,406304.0,4381000.0,400114.0,321305.0,342083.0,376152.0,470590.0,399321.0,34364975.0,36943204.0,37147946.0,32516246.0,34966028.0,34509297.0,30188754.0,28238504.0,29972624.0,31573179.0,31946105.0,30731759.0,12162619.0,13442361.0,12675947.0,12348207.0,12151174.0,12087071.0,250714.0,254640.0,254136.0,255784.0,241667.0,219218.0,279962.0,272608.0,278516.0,399137.0,400027.0,410887.0,401560.0,408802.0,371980.0,406009.0,367161.0,356518.0
11.0,1388060.0,924184.0,387008.0,892487.0,1626482.0,1902177.0,629039.0,599544.0,538037.0,398422.0,497392.0,997690.0,992578.0,505005.0,444248.0,4582031.0,1942011.0,2203985.0,1566172.0,887303.0,961496.0,430035.0,505001.0,1003043.0,456466.0,377120.0,340738.0,11209112.0,15005621.0,15285721.0,12621117.0,13324943.0,15534748.0,348789.0,397815.0,484713.0,932447.0,469852.0,355582.0,6603529.0,26560010.0,23926093.0,24360203.0,25375678.0,12464092.0,360332.0,473692.0,842783.0,407847.0,396248.0,398603.0,318971.0,398855.0,4350921.0,403652.0,319959.0,339870.0,378031.0,474540.0,397482.0,36448982.0,39995807.0,40754316.0,35935270.0,38822059.0,38011086.0,34587184.0,31887161.0,33017056.0,33896650.0,34356098.0,32655582.0,12830811.0,14315332.0,13745443.0,13075414.0,13222824.0,12555646.0,252871.0,255039.0,252533.0,256447.0,239580.0,220069.0,276716.0,273384.0,276917.0,397517.0,397304.0,407350.0,401721.0,407910.0,369664.0,404442.0,363658.0,358490.0
11.5,1384035.0,925339.0,390711.0,892330.0,1606822.0,1903046.0,628030.0,597328.0,534043.0,402009.0,501731.0,1008391.0,983994.0,502653.0,446461.0,4586415.0,1965880.0,2304607.0,1579530.0,886645.0,963009.0,432609.0,505515.0,1002164.0,457400.0,379011.0,345117.0,14245256.0,14962263.0,15282771.0,12599194.0,13325243.0,15614966.0,343710.0,401735.0,484429.0,939835.0,463192.0,355136.0,6599725.0,26699728.0,23835933.0,24378670.0,25558555.0,12437051.0,360830.0,475770.0,838274.0,406951.0,394318.0,398535.0,319586.0,394067.0,4363735.0,400569.0,319650.0,338843.0,378690.0,469285.0,397799.0,39051763.0,38140670.0,42945029.0,39810976.0,42802618.0,41579611.0,37940046.0,35762405.0,36792369.0,37019074.0,33328786.0,35231402.0,13726359.0,15003899.0,14353849.0,13232283.0,13039213.0,12771190.0,251406.0,254566.0,257715.0,257912.0,241809.0,220875.0,272878.0,275403.0,276506.0,398309.0,398899.0,404043.0,402156.0,402948.0,370020.0,398432.0,363769.0,351998.0
12.0,1386693.0,920489.0,396497.0,888812.0,1618193.0,1917748.0,625195.0,602993.0,535806.0,403246.0,498354.0,997055.0,991312.0,502788.0,442517.0,4577094.0,1967580.0,2307790.0,1583587.0,882592.0,956636.0,431461.0,507179.0,1007934.0,455655.0,374811.0,343737.0,11616762.0,14959667.0,15184731.0,12581000.0,13396546.0,15693331.0,348201.0,402970.0,483220.0,945113.0,466793.0,355290.0,6616448.0,26782512.0,23818321.0,24357491.0,25476016.0,12439435.0,356184.0,475874.0,835247.0,402050.0,395826.0,398253.0,321404.0,399845.0,4349398.0,407567.0,320998.0,337381.0,375403.0,472935.0,398127.0,41740924.0,37833040.0,41107737.0,42195032.0,46742246.0,45683026.0,41197525.0,39431480.0,40376295.0,38891650.0,34438768.0,37904850.0,14587882.0,15417903.0,13789907.0,12994998.0,13255415.0,13494744.0,254726.0,259534.0,255592.0,257044.0,247200.0,222174.0,275457.0,273410.0,278386.0,398567.0,396440.0,404982.0,397924.0,404806.0,370438.0,401336.0,363858.0,356389.0
12.5,1395398.0,920955.0,393582.0,880872.0,1626456.0,1931909.0,628041.0,598980.0,538404.0,399772.0,501857.0,988875.0,994041.0,506450.0,447734.0,4575454.0,1954055.0,2343912.0,1590099.0,874711.0,963282.0,430386.0,514747.0,1010793.0,454483.0,381008.0,344091.0,11601365.0,14915926.0,15284627.0,12539655.0,13500636.0,15658271.0,346444.0,404254.0,486064.0,924854.0,465938.0,353745.0,6603179.0,26775428.0,23808215.0,24378827.0,25681055.0,12442377.0,358449.0,478810.0,830233.0,404696.0,393656.0,397598.0,322586.0,394321.0,4354578.0,401986.0,322067.0,338686.0,378408.0,469969.0,397585.0,44446257.0,39557731.0,39851959.0,38400857.0,50148276.0,48859265.0,43888551.0,43573324.0,40906015.0,36977728.0,35892626.0,40695755.0,15479322.0,14690636.0,13848244.0,13537119.0,13878357.0,14222274.0,253985.0,258191.0,257043.0,255174.0,245495.0,222745.0,277679.0,275811.0,278870.0,401971.0,396671.0,405169.0,401517.0,405083.0,369525.0,404419.0,365239.0,358685.0
13.0,1388179.0,939777.0,390024.0,891075.0,1643374.0,1919359.0,629912.0,604276.0,541986.0,400856.0,503909.0,984220.0,999874.0,510038.0,450624.0,4565878.0,1949154.0,2307645.0,1591404.0,887488.0,967751.0,429338.0,512732.0,1007412.0,460169.0,379302.0,345538.0,13610349.0,14919772.0,15282442.0,12655435.0,13458014.0,15638023.0,348584.0,397668.0,481476.0,902366.0,467591.0,351439.0,6623194.0,26849383.0,23905535.0,24651682.0,25633247.0,12425414.0,357805.0,475437.0,835217.0,406308.0,398275.0,400492.0,324702.0,394845.0,4327643.0,403608.0,315600.0,339104.0,378161.0,463866.0,398872.0,46853986.0,41316194.0,40965740.0,38575740.0,49409189.0,49788332.0,43271139.0,43813571.0,39043107.0,36548842.0,37560299.0,42937295.0,16383209.0,14662242.0,14452898.0,14159461.0,14586603.0,15023758.0,258443.0,256142.0,253939.0,255302.0,247782.0,222066.0,277335.0,271047.0,276348.0,403824.0,395905.0,404244.0,401291.0,408343.0,371683.0,398724.0,362818.0,358537.0
13.5,1377103.0,945705.0,391694.0,892680.0,1639698.0,1897982.0,626691.0,601537.0,542849.0,403527.0,502044.0,997334.0,996989.0,510829.0,447080.0,4587144.0,1935914.0,2321523.0,1597671.0,886366.0,967454.0,435505.0,516463.0,1012065.0,456311.0,381890.0,344138.0,12063073.0,14857026.0,15225051.0,12597695.0,13631721.0,15731991.0,345247.0,400480.0,485108.0,903943.0,463989.0,358138.0,6577444.0,26706611.0,23818434.0,24830457.0,25726451.0,12388696.0,358026.0,475501.0,833604.0,402086.0,393847.0,397564.0,315268.0,395111.0,4321076.0,398002.0,318003.0,336021.0,376461.0,463268.0,395461.0,48865009.0,43295752.0,42258323.0,39739561.0,45889090.0,48215468.0,41231211.0,41759890.0,38100306.0,37754470.0,39175066.0,44937726.0,17297408.0,15236253.0,15075080.0,14728685.0,15167180.0,15672488.0,256271.0,260731.0,260562.0,258756.0,243550.0,225383.0,278860.0,269515.0,283067.0,403265.0,392972.0,405145.0,401819.0,403740.0,369940.0,403899.0,368842.0,356780.0
14.0,1404571.0,944784.0,392101.0,895802.0,1620551.0,1900653.0,625545.0,593064.0,537114.0,402093.0,503482.0,1011081.0,997928.0,504763.0,449567.0,4585862.0,1947478.0,2347998.0,1599070.0,887521.0,961887.0,436782.0,505486.0,1023272.0,458715.0,374391.0,343370.0,13706325.0,14919830.0,15221955.0,12581885.0,13575932.0,15781761.0,347795.0,399300.0,484966.0,916286.0,456552.0,355014.0,6591709.0,26787007.0,23849076.0,24724460.0,25948292.0,12367857.0,354695.0,471802.0,831603.0,404399.0,395096.0,399330.0,318930.0,396693.0,4286237.0,401862.0,321235.0,337733.0,372463.0,462723.0,396215.0,50693548.0,45385104.0,43662147.0,41025228.0,43911892.0,44736981.0,39478744.0,40017242.0,38320515.0,39066819.0,40869095.0,46611374.0,18120511.0,15954214.0,15625008.0,15353698.0,15836602.0,16417127.0,262503.0,257826.0,260177.0,257977.0,246620.0,224293.0,280622.0,271753.0,279813.0,400203.0,395535.0,402153.0,406149.0,403838.0,370307.0,406455.0,363894.0,355363.0
14.5,1401892.0,944933.0,396487.0,888554.0,1627114.0,1902158.0,628282.0,600839.0,534579.0,401146.0,507300.0,1013696.0,998311.0,505045.0,449133.0,4571707.0,1973719.0,2387496.0,1604489.0,879604.0,969006.0,437786.0,514709.0,1027450.0,453724.0,374981.0,346481.0,12316890.0,14865307.0,15228347.0,12627548.0,13743526.0,15800251.0,345756.0,401648.0,484531.0,916140.0,463339.0,351503.0,6596562.0,26913182.0,23890485.0,24765869.0,25957152.0,12387293.0,358186.0,473084.0,835994.0,401803.0,394619.0,401717.0,317319.0,399436.0,4304412.0,401081.0,320472.0,336078.0,373709.0,461081.0,394394.0,52426856.0,47504582.0,45360320.0,42356593.0,44407339.0,43239529.0,39403220.0,39264954.0,39669097.0,40582895.0,42640950.0,48431894.0,18995556.0,16670234.0,16244361.0,16011768.0,16547636.0,17082035.0,260036.0,261641.0,259325.0,261366.0,247049.0,224933.0,280064.0,272580.0,275108.0,396435.0,397458.0,405447.0,404692.0,403272.0,368020.0,405217.0,365586.0,358140.0
15.0,1383976.0,952957.0,394240.0,889874.0,1625919.0,1910748.0,630557.0,603502.0,539092.0,400309.0,504668.0,988812.0,990724.0,508008.0,449834.0,4562637.0,1964802.0,2419383.0,1602394.0,881313.0,971896.0,433185.0,510722.0,1018263.0,450551.0,380220.0,343518.0,14897052.0,14857958.0,15171716.0,12617377.0,13739128.0,15787065.0,347538.0,399014.0,491319.0,911601.0,459430.0,354815.0,6573259.0,26923207.0,23839900.0,24760188.0,25896751.0,12337304.0,356263.0,480700.0,826252.0,406121.0,398946.0,403538.0,323133.0,396213.0,4281605.0,399879.0,322746.0,332401.0,372816.0,470651.0,396708.0,53732734.0,49638509.0,47142159.0,44051991.0,46047000.0,44794789.0,40686427.0,40282902.0,41256814.0,41992699.0,44523319.0,50010317.0,19719156.0,17295202.0,16852736.0,16573946.0,17273441.0,17791395.0,258045.0,259381.0,259739.0,260829.0,248129.0,224844.0,275700.0,274981.0,276839.0,400863.0,398993.0,410228.0,400153.0,401407.0,370651.0,401429.0,365327.0,357040.0
15.5,1414325.0,954936.0,394120.0,886170.0,1638246.0,1923715.0,631909.0,601614.0,543709.0,406319.0,503516.0,993383.0,997618.0,513450.0,447461.0,4567760.0,1953787.0,2436737.0,1602623.0,884086.0,971794.0,430073.0,517250.0,1020460.0,458581.0,378002.0,349131.0,12512521.0,14828900.0,15227115.0,12588650.0,14024665.0,15884463.0,344556.0,402463.0,488814.0,899129.0,460087.0,356308.0,6574033.0,26950431.0,23918685.0,25064892.0,25975491.0,12378202.0,355376.0,476951.0,825882.0,408408.0,392168.0,398496.0,324832.0,395844.0,4321807.0,401153.0,320098.0,338854.0,371137.0,459961.0,399822.0,55097350.0,51707718.0,48852831.0,45988272.0,47908029.0,46573719.0,42470368.0,42189079.0,42697082.0,43712312.0,46100751.0,51488132.0,20413649.0,17882734.0,17610152.0,17271356.0,18054622.0,18434343.0,262855.0,259345.0,259445.0,257124.0,250069.0,227047.0,276904.0,274797.0,279450.0,397815.0,395121.0,408661.0,398294.0,408384.0,374842.0,403216.0,363415.0,355695.0
16.0,1410182.0,958349.0,396122.0,891289.0,1644796.0,1904660.0,626572.0,604105.0,536586.0,404996.0,503737.0,998900.0,1006170.0,514964.0,448596.0,4562603.0,1951375.0,2429451.0,1593570.0,894354.0,979389.0,433111.0,513507.0,1031600.0,459493.0,378723.0,346926.0,12313197.0,14809143.0,15199441.0,12673632.0,14145713.0,15871341.0,349121.0,398370.0,488077.0,884506.0,458258.0,349921.0,6604269.0,27054483.0,23883628.0,25135477.0,26141691.0,12362620.0,358323.0,476638.0,826064.0,404606.0,397098.0,397750.0,317831.0,397416.0,4309177.0,398001.0,321254.0,331687.0,375743.0,451834.0,399655.0,56253071.0,53304382.0,50566291.0,47728321.0,50143555.0,48191412.0,44239095.0,44020935.0,44295808.0,45474477.0,47630112.0,53030991.0,20952437.0,18512796.0,18215902.0,17993187.0,18804254.0,19067428.0,259468.0,260869.0,264608.0,257779.0,247776.0,224441.0,275982.0,273583.0,279768.0,401172.0,396816.0,403787.0,404314.0,405558.0,370743.0,404917.0,361954.0,350505.0
16.5,1421889.0,959421.0,395090.0,884498.0,1622538.0,1908948.0,625954.0,602899.0,541572.0,407036.0,503819.0,1025687.0,1008460.0,515923.0,450492.0,4580249.0,1955107.0,2377821.0,1585306.0,900695.0,981442.0,436203.0,516660.0,1030961.0,458207.0,378390.0,345308.0,14026906.0,14852583.0,15210810.0,12615981.0,13963731.0,15841413.0,349430.0,402277.0,481769.0,889502.0,461339.0,351506.0,6617732.0,26978788.0,23819907.0,25108455.0,26280772.0,12348947.0,359795.0,472871.0,834529.0,404353.0,398824.0,396707.0,317676.0,394488.0,4321879.0,399341.0,320049.0,330502.0,375376.0,460442.0,397409.0,57536270.0,54850726.0,51927906.0,49416183.0,52182237.0,50012894.0,45580352.0,45513304.0,45785652.0,47009527.0,48904678.0,54492776.0,21497176.0,19217104.0,18999822.0,18646043.0,19487221.0,19594502.0,260927.0,263307.0,260354.0,263174.0,248846.0,225229.0,277882.0,272948.0,279094.0,397123.0,396497.0,401628.0,403972.0,400983.0,368842.0,406223.0,365130.0,351058.0
17.0,1424284.0,971137.0,394364.0,890585.0,1623227.0,1902251.0,634591.0,605635.0,540745.0,406944.0,507177.0,1030591.0,1003665.0,516685.0,452460.0,4578748.0,1973169.0,2358563.0,1581260.0,886542.0,978438.0,439152.0,514645.0,1033207.0,456736.0,375199.0,344903.0,12374352.0,14839742.0,15216192.0,12675936.0,14016582.0,15803066.0,348653.0,399621.0,488969.0,903705.0,458223.0,351831.0,6597870.0,27124944.0,23751668.0,25106730.0,26314517.0,12326288.0,357900.0,469965.0,833296.0,406408.0,397295.0,400676.0,311927.0,396537.0,4314180.0,400747.0,316352.0,328106.0,367208.0,455738.0,395702.0,58934448.0,56248336.0,52862524.0,51023367.0,54500697.0,51782733.0,47049465.0,47166104.0,47301992.0,48375331.0,49950728.0,55627374.0,21976592.0,20021862.0,19547589.0,19238531.0,20189056.0,20079459.0,264486.0,259004.0,261842.0,262297.0,251862.0,225200.0,275171.0,276485.0,276482.0,395232.0,394455.0,403427.0,398675.0,402150.0,371688.0,400797.0,367333.0,355307.0
17.5,1410676.0,958438.0,395058.0,885560.0,1613172.0,1914318.0,629724.0,602271.0,544136.0,403515.0,511528.0,1025790.0,999675.0,511930.0,450296.0,4561726.0,1969947.0,2374482.0,1576374.0,895371.0,972908.0,441012.0,514388.0,1031385.0,457086.0,372325.0,344904.0,12427195.0,14767860.0,15148235.0,12691471.0,13945702.0,15668220.0,346078.0,403231.0,485515.0,908960.0,458562.0,349089.0,6589499.0,27154018.0,23701002.0,25080587.0,26216042.0,12269229.0,355730.0,472346.0,819790.0,404970.0,395833.0,392967.0,318479.0,395271.0,4327888.0,397157.0,315627.0,332278.0,371859.0,462211.0,397142.0,60115078.0,57440281.0,53751478.0,52419478.0,56596363.0,53776006.0,48556306.0,48637113.0,48991659.0,49922955.0,50585093.0,57064998.0,22412701.0,20831249.0,20206138.0,19699547.0,20734771.0,20504747.0,260630.0,261584.0,260437.0,264925.0,252202.0,229409.0,279720.0,273986.0,278096.0,401933.0,399603.0,405679.0,396451.0,403109.0,369706.0,399314.0,364641.0,352446.0
18.0,1421009.0,954442.0,395712.0,877589.0,1617045.0,1921071.0,634900.0,602740.0,536736.0,398717.0,511174.0,1010088.0,1011755.0,508959.0,450832.0,4570011.0,1956907.0,2398500.0,1562867.0,893058.0,978649.0,438384.0,513856.0,1035192.0,451118.0,376327.0,348324.0,16068623.0,14777628.0,15129278.0,12734185.0,13809609.0,15742288.0,346175.0,398186.0,482793.0,885685.0,459059.0,353505.0,6579103.0,27028751.0,23640101.0,25088464.0,26321857.0,12278177.0,355781.0,472834.0,822386.0,397391.0,395498.0,393917.0,319509.0,397508.0,4328551.0,399588.0,318041.0,326397.0,374905.0,456133.0,399179.0,61207790.0,58721908.0,54603276.0,53697293.0,58645477.0,55511278.0,50110836.0,50317871.0,50304896.0,50999086.0,51566425.0,58279824.0,22773944.0,21533799.0,20728650.0,20081666.0,21182895.0,20938189.0,265209.0,258996.0,260866.0,259659.0,249776.0,225460.0,272409.0,270934.0,278444.0,400735.0,393263.0,404321.0,400755.0,402941.0,367889.0,402121.0,364708.0,353888.0
18.5,1420040.0,971623.0,400775.0,888413.0,1635123.0,1907491.0,629156.0,612395.0,543303.0,404322.0,511244.0,1004227.0,1008278.0,516528.0,446106.0,4548561.0,1959079.0,2375898.0,1552264.0,904471.0,970825.0,438537.0,518278.0,1032287.0,453492.0,376458.0,342253.0,12057480.0,14756546.0,15170130.0,12707952.0,13847698.0,15664411.0,347813.0,407677.0,488849.0,880764.0,458629.0,351628.0,6584313.0,27087662.0,23683615.0,25364233.0,26396579.0,12267169.0,357142.0,474031.0,823620.0,406699.0,398827.0,397994.0,318469.0,394948.0,4316511.0,399434.0,319123.0,329831.0,370607.0,451939.0,396111.0,62375339.0,59702844.0,55835251.0,54804203.0,60411431.0,57067099.0,51660352.0,52010091.0,51425075.0,51848029.0,52608238.0,59402305.0,23115629.0,22214611.0,21191520.0,20494649.0,21572884.0,21284715.0,264438.0,263798.0,266847.0,259751.0,254228.0,229392.0,275149.0,270042.0,279726.0,397759.0,394046.0,403315.0,403550.0,407125.0,369195.0,404489.0,361262.0,357185.0
19.0,1435438.0,971817.0,391229.0,893571.0,1636528.0,1910796.0,634968.0,602470.0,542899.0,406075.0,511683.0,1023533.0,1007511.0,512999.0,452246.0,4575237.0,1956696.0,2363633.0,1571602.0,896217.0,982202.0,435860.0,522173.0,1045059.0,454451.0,376336.0,348275.0,17605277.0,14873613.0,15163042.0,12706140.0,13919488.0,15496977.0,347841.0,403828.0,485434.0,875360.0,454463.0,347401.0,6573733.0,27076049.0,23580834.0,25418051.0,26570091.0,12283470.0,360615.0,469084.0,829204.0,404150.0,399540.0,394834.0,315769.0,393327.0,4333376.0,397449.0,317527.0,326359.0,369983.0,454051.0,397465.0,63508255.0,60731293.0,56730987.0,55932161.0,61999899.0,58201190.0,53063569.0,53171064.0,52451330.0,52565458.0,53115407.0,61067139.0,23382606.0,22728187.0,21502902.0,20802754.0,21885580.0,21558045.0,263177.0,265646.0,265659.0,266107.0,246715.0,227877.0,277466.0,272663.0,280066.0,398351.0,400535.0,404038.0,403456.0,400157.0,369803.0,401113.0,360706.0,354665.0
19.5,1428151.0,976191.0,394920.0,891897.0,1620641.0,1909285.0,629589.0,600817.0,540010.0,407286.0,515846.0,1034318.0,1006053.0,516115.0,451997.0,4553443.0,1961068.0,2354596.0,1574813.0,901933.0,973101.0,437423.0,516623.0,1044947.0,454094.0,376419.0,340450.0,13161530.0,14781172.0,15167019.0,12800188.0,13908976.0,15498897.0,345163.0,402493.0,484505.0,890255.0,456395.0,351963.0,6565620.0,27379761.0,23630222.0,25393025.0,26631371.0,12253618.0,354978.0,474295.0,820483.0,403215.0,397487.0,400475.0,316831.0,391979.0,4347068.0,397683.0,316933.0,326692.0,373632.0,455366.0,391224.0,64670364.0,61712922.0,57317513.0,57131177.0,63675431.0,59414923.0,54286828.0,54656315.0,53609497.0,53442507.0,53810442.0,62375744.0,23727333.0,23254253.0,21812598.0,21068878.0,22224608.0,21919570.0,262909.0,263371.0,264045.0,259596.0,251394.0,226188.0,275551.0,272181.0,275371.0,398738.0,396679.0,405757.0,404449.0,399766.0,371030.0,400061.0,363505.0,355019.0
20.0,1420048.0,976944.0,399207.0,892811.0,1610848.0,1889492.0,630973.0,608669.0,542464.0,406911.0,513034.0,1028624.0,1012819.0,519358.0,454931.0,4568232.0,1972135.0,2360228.0,1573213.0,896100.0,969191.0,444905.0,516020.0,1051526.0,453832.0,376366.0,344538.0,18633164.0,14753783.0,15165929.0,12780969.0,13853392.0,15325390.0,348061.0,406026.0,483397.0,895407.0,453762.0,351657.0,6549882.0,27232946.0,23647069.0,25380937.0,26575364.0,12229705.0,357826.0,477043.0,826665.0,405980.0,391331.0,394505.0,316497.0,399766.0,4325530.0,400046.0,315036.0,327573.0,369032.0,454164.0,392889.0,65788298.0,62643562.0,57969250.0,58209155.0,64730249.0,60121586.0,55241167.0,55521729.0,54250003.0,53950741.0,54297528.0,63862253.0,23940242.0,23536634.0,22074638.0,21286642.0,22480705.0,22165629.0,265522.0,267946.0,262626.0,262956.0,253276.0,228362.0,279284.0,271598.0,275792.0,398335.0,393861.0,404595.0,401442.0,404770.0,367656.0,403982.0,360634.0,355117.0
20.5,1443870.0,964618.0,400058.0,888034.0,1605002.0,1938791.0,627574.0,603397.0,542506.0,404484.0,510545.0,1023840.0,1005003.0,518833.0,455648.0,4564881.0,1971444.0,2360381.0,1564088.0,895781.0,973914.0,435440.0,517462.0,1037116.0,453879.0,375853.0,344482.0,13950243.0,14728579.0,15109882.0,12718669.0,13734919.0,15163838.0,352249.0,401701.0,487033.0,904224.0,456959.0,352817.0,6564854.0,27258677.0,23546073.0,25418826.0,26532245.0,12177448.0,355200.0,472391.0,819100.0,406846.0,398793.0,400041.0,316281.0,396748.0,4336356.0,395832.0,318597.0,326456.0,369872.0,459180.0,398326.0,66911834.0,63479914.0,58153200.0,58866701.0,65479819.0,60752752.0,55885902.0,56325852.0,54851210.0,54592265.0,54971913.0,64819404.0,24164487.0,23766965.0,22107260.0,21384041.0,22728395.0,22292578.0,263453.0,265167.0,266177.0,264001.0,252390.0,229405.0,278258.0,273442.0,276983.0,401919.0,399783.0,403554.0,402189.0,407382.0,368958.0,401423.0,360264.0,358221.0
21.0,1437120.0,975798.0,398789.0,893765.0,1631786.0,1927425.0,636633.0,610020.0,548029.0,407849.0,519068.0,1014364.0,1016951.0,517010.0,448836.0,4546233.0,1955137.0,2378284.0,1563422.0,893887.0,977534.0,440587.0,522041.0,1047653.0,454651.0,376962.0,344929.0,13933241.0,14723952.0,15166324.0,12424477.0,13704851.0,15133365.0,350931.0,404081.0,486085.0,876375.0,459363.0,352387.0,6604984.0,27167058.0,23494141.0,25513295.0,26571389.0,12202949.0,357721.0,476888.0,822032.0,408534.0,399740.0,394847.0,317074.0,397082.0,4349602.0,400184.0,320233.0,329003.0,365783.0,447355.0,395453.0,68086034.0,64375316.0,58862116.0,59747093.0,66198771.0,61324807.0,56578225.0,56970326.0,55346572.0,55186836.0,55693493.0,66553837.0,24383155.0,23999316.0,22348638.0,21651807.0,22883263.0,22609367.0,266497.0,262731.0,267853.0,261735.0,251863.0,228603.0,276571.0,273044.0,280352.0,403481.0,396740.0,404632.0,402651.0,401865.0,370827.0,406715.0,362478.0,355858.0
21.5,1424140.0,986730.0,397493.0,884006.0,1638957.0,1896736.0,635378.0,605739.0,546235.0,409459.0,509592.0,1010307.0,1009980.0,517750.0,451616.0,4554092.0,1944674.0,2350263.0,1583132.0,895897.0,978437.0,445593.0,522379.0,1039341.0,457097.0,377502.0,347746.0,19093698.0,14701587.0,15100106.0,12815285.0,13828765.0,15059720.0,350523.0,404276.0,484491.0,864027.0,451767.0,350885.0,6594445.0,27312981.0,23473480.0,25799380.0,26561400.0,12230235.0,357950.0,473456.0,823219.0,405056.0,393503.0,398032.0,317889.0,391647.0,4339705.0,401241.0,315649.0,327180.0,367523.0,451117.0,398609.0,69049426.0,65421891.0,60252960.0,60500473.0,66892012.0,61816543.0,57346145.0,57835154.0,55912527.0,55613199.0,56243478.0,67803508.0,24629223.0,24076402.0,22437158.0,21864813.0,23107145.0,22807024.0,266920.0,265080.0,267741.0,260608.0,254628.0,226690.0,275810.0,276703.0,274944.0,400093.0,397277.0,404668.0,403142.0,403789.0,373977.0,405485.0,367720.0,354611.0
22.0,1429528.0,983815.0,399302.0,888270.0,1636235.0,1906932.0,630750.0,602784.0,544130.0,406611.0,517908.0,1028641.0,1009970.0,521560.0,457469.0,4569168.0,1955051.0,2343389.0,1590234.0,899036.0,982135.0,447400.0,517363.0,1053074.0,452975.0,378744.0,345706.0,17676560.0,14690237.0,15151151.0,12975891.0,13944846.0,14928958.0,352202.0,406561.0,489795.0,877157.0,450114.0,354067.0,6566065.0,27317995.0,23458437.0,25897613.0,26784834.0,12229475.0,360301.0,475304.0,820241.0,409650.0,398411.0,398020.0,318117.0,395721.0,4360901.0,402116.0,319228.0,329230.0,370933.0,453292.0,398405.0,70293887.0,66228625.0,60918257.0,61117270.0,67649875.0,62539851.0,58076120.0,58413751.0,56507918.0,56021824.0,56917855.0,69458772.0,24862770.0,24091541.0,22554199.0,22066364.0,23314825.0,23055023.0,268954.0,265390.0,265449.0,263622.0,257353.0,229097.0,277391.0,271677.0,280134.0,398302.0,396565.0,406212.0,399043.0,402745.0,369514.0,408624.0,363720.0,355804.0
22.5,1428792.0,984411.0,398363.0,893939.0,1617882.0,1904428.0,628283.0,604882.0,544728.0,410487.0,515177.0,1033503.0,1014043.0,520759.0,457360.0,4585897.0,1968075.0,2327720.0,1595227.0,889453.0,975589.0,446946.0,518606.0,1051089.0,457309.0,380236.0,345955.0,24479776.0,14777358.0,15133007.0,12874204.0,14013774.0,14767785.0,345659.0,400481.0,488549.0,881023.0,458766.0,357251.0,6569729.0,27340852.0,23447736.0,25647403.0,26817120.0,12214667.0,363699.0,474149.0,822237.0,404176.0,393943.0,398331.0,317175.0,394102.0,4355542.0,400069.0,317068.0,326890.0,373061.0,453711.0,396764.0,71412893.0,66910677.0,61605922.0,61801652.0,68463100.0,62947655.0,58479357.0,58940603.0,56938415.0,56604964.0,57208147.0,70860792.0,25096048.0,24147647.0,22647070.0,22213336.0,23550981.0,23171372.0,266915.0,267552.0,266081.0,262730.0,255304.0,229257.0,278419.0,273602.0,279999.0,399775.0,399826.0,402649.0,401449.0,406059.0,375561.0,403291.0,362461.0,355453.0
