,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
36.0,1463747.0,1010433.0,400073.0,886610.0,1625557.0,1897179.0,634351.0,607724.0,545603.0,407366.0,532561.0,1047003.0,1034421.0,532867.0,459019.0,4552218.0,1963361.0,2063352.0,1772112.0,956018.0,970875.0,451663.0,528471.0,1084411.0,443678.0,379973.0,348688.0,92763836.0,14337027.0,14806899.0,12554432.0,15832109.0,12880513.0,355995.0,407734.0,480011.0,887896.0,455092.0,355074.0,6433362.0,27288053.0,22564465.0,27221909.0,30321350.0,11776882.0,362846.0,474640.0,814595.0,400775.0,397472.0,396256.0,318129.0,389380.0,4389815.0,392370.0,317756.0,324816.0,366856.0,462171.0,392162.0,91113074.0,82682960.0,72512054.0,71493371.0,81032089.0,67333914.0,64556634.0,66191701.0,63498178.0,65019263.0,72693582.0,94463030.0,31498102.0,28500008.0,26101722.0,26676805.0,28498107.0,28150826.0,269778.0,265351.0,267448.0,269179.0,253549.0,230921.0,282536.0,275125.0,281656.0,399786.0,391914.0,405909.0,406308.0,403130.0,366228.0,400189.0,363082.0,352993.0
36.5,1469442.0,1002688.0,401929.0,884002.0,1617418.0,1921549.0,636486.0,607762.0,555077.0,410811.0,530980.0,1042348.0,1029774.0,527042.0,464432.0,4536560.0,1963253.0,2090802.0,1777414.0,950706.0,972823.0,451937.0,532642.0,1077965.0,442889.0,379293.0,346832.0,92823424.0,14221396.0,14765084.0,12285984.0,15963793.0,13999421.0,350268.0,408108.0,484924.0,887630.0,452673.0,352074.0,6430209.0,27327057.0,22543900.0,27229640.0,30297495.0,11814348.0,360103.0,475281.0,813954.0,401640.0,394247.0,400638.0,315955.0,394703.0,4391221.0,396022.0,315059.0,321333.0,368745.0,456323.0,397106.0,91748161.0,82958962.0,71824232.0,71935814.0,81697554.0,67595775.0,64706521.0,66253285.0,63731824.0,65428627.0,73321429.0,94614981.0,31754433.0,28871053.0,26304557.0,26900098.0,28714558.0,28411688.0,272423.0,265517.0,268273.0,265463.0,258045.0,234187.0,282502.0,275542.0,279275.0,400469.0,398025.0,405979.0,403038.0,404228.0,367663.0,403577.0,366619.0,354297.0
37.0,1458986.0,1011697.0,403685.0,881965.0,1646200.0,1924610.0,628065.0,612848.0,549136.0,407573.0,527494.0,1029321.0,1036768.0,526082.0,463469.0,4535183.0,1943797.0,2099610.0,1782667.0,959693.0,970893.0,450543.0,531936.0,1073979.0,440748.0,378226.0,344674.0,92693915.0,14175314.0,14778207.0,12547684.0,15944667.0,13964942.0,351031.0,407871.0,487514.0,864891.0,452087.0,352474.0,6420457.0,27166049.0,22414614.0,27391443.0,30513998.0,11801884.0,363039.0,475470.0,812788.0,405487.0,389884.0,394795.0,319326.0,392359.0,4391549.0,394989.0,317044.0,323991.0,364833.0,455351.0,396014.0,92304800.0,83347596.0,72509560.0,72084092.0,81732668.0,67598464.0,64747148.0,66442172.0,63742320.0,65616119.0,73908335.0,95799135.0,31795591.0,29044239.0,26533032.0,27082589.0,28851822.0,28579787.0,270211.0,267162.0,267950.0,266372.0,257452.0,233766.0,282951.0,274096.0,280165.0,397888.0,397550.0,405083.0,403142.0,403684.0,372424.0,406783.0,363946.0,355615.0
37.5,1492397.0,1010518.0,404484.0,888429.0,1633538.0,1912087.0,637664.0,605175.0,550750.0,413784.0,526998.0,1045820.0,1042780.0,535503.0,459056.0,4535349.0,1941715.0,2080064.0,1803507.0,956130.0,971167.0,456193.0,534029.0,1089074.0,444665.0,379772.0,346657.0,94249609.0,14377903.0,14793366.0,12506169.0,16153512.0,13296924.0,353733.0,406965.0,484246.0,860941.0,455076.0,356759.0,6429490.0,27113470.0,22443466.0,27689488.0,30564117.0,11815236.0,366301.0,479785.0,811787.0,405702.0,396545.0,393805.0,319498.0,391944.0,4381958.0,396327.0,313839.0,325499.0,366667.0,450861.0,394749.0,93106284.0,83655882.0,72925695.0,72262642.0,81973172.0,68047716.0,65191168.0,66591658.0,64128215.0,66034140.0,74447700.0,96896540.0,32030641.0,29273639.0,26677147.0,27242365.0,29006829.0,28701161.0,273109.0,266125.0,270491.0,266576.0,258789.0,233161.0,282985.0,272701.0,281186.0,399942.0,397445.0,406650.0,401759.0,403077.0,370327.0,405567.0,364775.0,354026.0
38.0,1476929.0,1021443.0,402621.0,885960.0,1637743.0,1910162.0,639803.0,612900.0,548540.0,407432.0,535239.0,1058816.0,1036940.0,538122.0,463173.0,4557506.0,1949273.0,2081526.0,1814256.0,959534.0,976802.0,455425.0,533113.0,1089792.0,443135.0,381255.0,345532.0,95560991.0,14391683.0,14798534.0,12395885.0,16172335.0,12717289.0,353726.0,409864.0,482717.0,863626.0,456818.0,353381.0,6410000.0,27116823.0,22433035.0,27586122.0,30866472.0,11785369.0,362987.0,476560.0,815605.0,408916.0,400290.0,396190.0,312774.0,390784.0,4382803.0,392588.0,315486.0,325921.0,368330.0,451755.0,396439.0,93582964.0,84032168.0,73311488.0,72287728.0,82502581.0,68055470.0,65252059.0,66718256.0,64390227.0,66272687.0,74960730.0,97423956.0,32234691.0,29388637.0,26847620.0,27358324.0,29191775.0,28841170.0,272921.0,265138.0,268430.0,266094.0,256664.0,235367.0,280253.0,274565.0,275306.0,397405.0,397042.0,402627.0,403090.0,402406.0,368619.0,402609.0,361791.0,357755.0
38.5,1503795.0,1023414.0,406210.0,892313.0,1609029.0,1909674.0,638900.0,603449.0,545546.0,411057.0,533873.0,1069856.0,1050295.0,529853.0,467294.0,4548820.0,1966982.0,2072624.0,1823971.0,957167.0,978965.0,455122.0,526056.0,1098127.0,447506.0,377441.0,349491.0,96377923.0,14149424.0,14755549.0,12429941.0,16378190.0,15186908.0,352995.0,402917.0,483793.0,874647.0,452778.0,355093.0,6429652.0,27265864.0,22432685.0,27391468.0,31050455.0,11764979.0,361433.0,478902.0,819102.0,408086.0,400081.0,393007.0,322287.0,391481.0,4387633.0,392247.0,314471.0,325137.0,366722.0,455938.0,394118.0,94334332.0,84325841.0,73609482.0,72660579.0,83108892.0,68337284.0,65506747.0,67176600.0,64519178.0,66655507.0,75663262.0,98161207.0,32478667.0,29757153.0,27003239.0,27571784.0,29381866.0,29037133.0,272756.0,267865.0,265738.0,268972.0,255803.0,232829.0,283384.0,275228.0,281597.0,396553.0,396281.0,402586.0,399475.0,403981.0,366856.0,400761.0,362142.0,352343.0
39.0,1480400.0,1028672.0,403432.0,885647.0,1620647.0,1883879.0,635271.0,610828.0,551416.0,412255.0,532618.0,1061735.0,1041477.0,531510.0,466237.0,4528406.0,1957863.0,2076055.0,1826374.0,966312.0,975221.0,462182.0,537480.0,1088955.0,440286.0,378972.0,347173.0,96005256.0,14358810.0,14703599.0,12415904.0,16491134.0,12536772.0,352492.0,404403.0,485755.0,883864.0,449502.0,354227.0,6432471.0,27168992.0,22384680.0,27334937.0,31174639.0,11690377.0,357209.0,476878.0,813724.0,404868.0,393575.0,395144.0,319610.0,393938.0,4377998.0,400999.0,315220.0,323255.0,364693.0,457210.0,396066.0,95214890.0,84657432.0,73656561.0,72835000.0,83438924.0,68593070.0,65682472.0,67196982.0,64800302.0,66888382.0,76096425.0,98843706.0,32685751.0,30027064.0,27183098.0,27658551.0,29495278.0,29183389.0,275373.0,266602.0,267572.0,267856.0,260554.0,232290.0,284595.0,276018.0,280483.0,395873.0,394370.0,402222.0,400589.0,403480.0,369888.0,403363.0,363540.0,352457.0
39.5,1502718.0,1013389.0,405739.0,879973.0,1608959.0,1925053.0,639392.0,605808.0,552670.0,412742.0,534125.0,1052803.0,1048586.0,539462.0,466646.0,4537294.0,1966453.0,2106388.0,1836506.0,964489.0,980986.0,454193.0,538712.0,1098076.0,439973.0,380902.0,350408.0,96445455.0,14302764.0,14712278.0,12266454.0,16703867.0,15289164.0,348233.0,407241.0,482723.0,861356.0,454575.0,350753.0,6423362.0,27234799.0,22306866.0,27348841.0,31197362.0,11733766.0,358947.0,479269.0,812542.0,406344.0,394161.0,397370.0,322524.0,390994.0,4382588.0,395652.0,314337.0,324752.0,365703.0,460380.0,397966.0,95822210.0,85099013.0,74098819.0,73032426.0,83772927.0,68997907.0,65850615.0,67645307.0,65227440.0,67480833.0,77004327.0,99868191.0,32902858.0,30294655.0,27374532.0,27839184.0,29736940.0,29335989.0,274503.0,264340.0,268218.0,268819.0,258598.0,237011.0,282008.0,272229.0,280789.0,395637.0,396986.0,399726.0,406567.0,404110.0,371752.0,403167.0,360493.0,357051.0
40.0,1484221.0,1024856.0,402872.0,881076.0,1635610.0,1921302.0,635020.0,612344.0,554242.0,417748.0,528059.0,1045143.0,1052919.0,535641.0,468009.0,4536718.0,1952475.0,2122711.0,1850495.0,964209.0,974474.0,454908.0,531335.0,1097855.0,443641.0,386460.0,350991.0,97123501.0,14070841.0,14675306.0,12331360.0,16685966.0,12899060.0,352647.0,405154.0,488024.0,863781.0,449033.0,353354.0,6423692.0,27115828.0,22238624.0,27610696.0,31382049.0,11722933.0,363475.0,476916.0,813521.0,405339.0,392367.0,395822.0,324098.0,389334.0,4382568.0,393966.0,312576.0,324800.0,366888.0,448716.0,395632.0,96374783.0,85429574.0,74436744.0,73182775.0,83859489.0,69072243.0,66089727.0,67794573.0,65477362.0,67832416.0,77557571.0,99993750.0,32971366.0,30461080.0,27542754.0,27953278.0,29738224.0,29475889.0,275390.0,267169.0,267211.0,267096.0,259372.0,236481.0,280887.0,276167.0,280048.0,400238.0,397302.0,404338.0,404094.0,404202.0,373674.0,404469.0,362912.0,353922.0
40.5,1509486.0,1020595.0,400285.0,878917.0,1629248.0,1922002.0,634994.0,608309.0,556212.0,410815.0,528186.0,1070298.0,1052645.0,538900.0,468827.0,4559961.0,1956204.0,2087954.0,1875553.0,966756.0,980921.0,454918.0,534584.0,1099537.0,444581.0,381226.0,346387.0,99262010.0,14079116.0,14763939.0,12478603.0,16884235.0,12319749.0,354436.0,409620.0,486933.0,866672.0,454413.0,354836.0,6419822.0,27237879.0,22279206.0,27820825.0,31625295.0,11720385.0,360588.0,481877.0,810448.0,405715.0,393024.0,396586.0,319720.0,388373.0,4371595.0,391446.0,313860.0,323606.0,367038.0,447058.0,395666.0,96846812.0,85413214.0,74610998.0,73460654.0,84026308.0,69419881.0,66430184.0,67988156.0,65670946.0,68528803.0,78299328.0,101304072.0,33109162.0,30706884.0,27748146.0,28051503.0,29800531.0,29533993.0,274356.0,268388.0,264394.0,264234.0,259958.0,236129.0,281076.0,272190.0,279742.0,398559.0,397457.0,406052.0,401957.0,405026.0,372372.0,401743.0,362865.0,355152.0
41.0,1491805.0,1033684.0,404489.0,884868.0,1623176.0,1895893.0,641891.0,606087.0,553233.0,419588.0,534819.0,1075291.0,1051900.0,536150.0,465069.0,4538385.0,1959503.0,2083345.0,1875769.0,967432.0,975895.0,459045.0,536226.0,1105834.0,440797.0,378243.0,353237.0,99649057.0,14253498.0,14728110.0,12277160.0,16961234.0,15120651.0,352499.0,407333.0,483583.0,869338.0,452203.0,355596.0,6421126.0,27220561.0,22226587.0,27421116.0,31793597.0,11710861.0,368763.0,481640.0,809756.0,404117.0,392396.0,398695.0,321469.0,392754.0,4353087.0,394876.0,309521.0,322542.0,367876.0,450809.0,392337.0,97690522.0,85620987.0,74586150.0,73662401.0,84663510.0,69554247.0,66390334.0,68211281.0,66283011.0,68716908.0,78289714.0,101955751.0,33313581.0,30975716.0,27864004.0,28137697.0,30014560.0,29720379.0,274544.0,266516.0,268528.0,263367.0,258881.0,232004.0,287144.0,273532.0,277996.0,399479.0,396436.0,406980.0,403017.0,400181.0,368832.0,402022.0,364916.0,353792.0
41.5,1486541.0,1031524.0,404061.0,885948.0,1622779.0,1908315.0,639589.0,608842.0,550796.0,414263.0,543307.0,1066112.0,1045293.0,539623.0,470071.0,4545468.0,1976489.0,2091938.0,1889522.0,967510.0,975843.0,461955.0,533396.0,1099086.0,443210.0,376399.0,350610.0,99601481.0,14111999.0,14702157.0,12429076.0,17104860.0,12363511.0,350297.0,411958.0,485872.0,891785.0,450959.0,353611.0,6401578.0,27289173.0,22187723.0,27428575.0,31955663.0,11681114.0,362016.0,478645.0,821090.0,403303.0,395186.0,397125.0,321091.0,389515.0,4347465.0,393866.0,315729.0,323126.0,368585.0,454411.0,396346.0,98302819.0,86081981.0,74691822.0,73996429.0,84781091.0,69957026.0,66640913.0,68595120.0,66313239.0,68976628.0,78676005.0,102097813.0,33567672.0,31222788.0,28095943.0,28302186.0,30158889.0,29915312.0,276329.0,265918.0,267961.0,268074.0,259803.0,235333.0,286430.0,273476.0,281403.0,397480.0,396124.0,399737.0,402073.0,409157.0,372882.0,403671.0,358241.0,356319.0
42.0,1494685.0,1027255.0,407224.0,884492.0,1617365.0,1926147.0,643052.0,611046.0,556123.0,415800.0,535294.0,1051665.0,1051861.0,541853.0,468182.0,4541240.0,1971898.0,2109574.0,1895051.0,966731.0,982481.0,465330.0,535864.0,1100328.0,437468.0,379070.0,353572.0,100159402.0,14034123.0,14701844.0,12254946.0,17203102.0,14610478.0,354173.0,409003.0,487119.0,885707.0,451568.0,350101.0,6401880.0,27194945.0,22080972.0,27351825.0,31921355.0,11710045.0,362137.0,483562.0,814239.0,404353.0,394981.0,395935.0,322044.0,394375.0,4346032.0,395951.0,317198.0,326187.0,368798.0,457168.0,400951.0,98948438.0,86400172.0,74861259.0,74007341.0,85101732.0,70305588.0,66789355.0,68645071.0,66539821.0,69395665.0,79296098.0,103378610.0,33747886.0,31443555.0,28189081.0,28452620.0,30283539.0,29926497.0,274959.0,269064.0,267703.0,271247.0,262485.0,233263.0,283206.0,276954.0,280804.0,397727.0,394361.0,402913.0,400209.0,405376.0,371028.0,404748.0,365180.0,360094.0
42.5,1495790.0,1032422.0,408953.0,886077.0,1639751.0,1928931.0,640223.0,617091.0,553355.0,411677.0,532752.0,1053233.0,1059838.0,534174.0,471184.0,4525233.0,1956764.0,2148626.0,1911973.0,971354.0,967742.0,453700.0,542444.0,1105040.0,444587.0,381428.0,346405.0,100416918.0,14004587.0,14689091.0,12180940.0,17256224.0,13937580.0,354469.0,411901.0,489145.0,869718.0,455077.0,353571.0,6409899.0,27155208.0,21991906.0,27479208.0,32055018.0,11664713.0,362022.0,480266.0,824412.0,405810.0,394884.0,396211.0,324633.0,386491.0,4358624.0,391675.0,312901.0,322444.0,368492.0,455235.0,396016.0,99569553.0,86816742.0,75131763.0,74192237.0,85129809.0,70227374.0,67011923.0,68820834.0,66991088.0,70161536.0,79512048.0,104407244.0,33905201.0,31688208.0,28387628.0,28520651.0,30390691.0,30092578.0,271942.0,264836.0,270419.0,266833.0,259067.0,236785.0,288872.0,274811.0,280739.0,399424.0,395558.0,406739.0,400008.0,409079.0,370498.0,400922.0,365154.0,353898.0
43.0,1494154.0,1036176.0,407270.0,881756.0,1639935.0,1916714.0,640558.0,616350.0,555973.0,413396.0,533772.0,1054040.0,1056577.0,539644.0,467149.0,4517584.0,1959053.0,2104134.0,1936796.0,973668.0,978062.0,454557.0,541213.0,1104447.0,443697.0,379866.0,349715.0,102143428.0,14109151.0,14744381.0,12217558.0,17316965.0,12127066.0,351070.0,409266.0,484594.0,863124.0,448030.0,355091.0,6411978.0,27184346.0,22077503.0,27765044.0,32202973.0,11727008.0,365762.0,476888.0,812889.0,405379.0,396849.0,396962.0,322766.0,391663.0,4353808.0,394778.0,311463.0,322250.0,365186.0,453438.0,393767.0,99973103.0,86849202.0,75324552.0,74309748.0,85482543.0,70409170.0,67380975.0,69141401.0,67120783.0,70242252.0,80537095.0,105456663.0,34089935.0,31829151.0,28517215.0,28635647.0,30440915.0,30248829.0,273110.0,266617.0,268731.0,267372.0,262460.0,233397.0,285220.0,273070.0,283443.0,400969.0,395895.0,402731.0,400435.0,404071.0,370676.0,402420.0,361436.0,356344.0
43.5,1498815.0,1035300.0,410536.0,885909.0,1643571.0,1898212.0,636050.0,607656.0,559633.0,415523.0,538408.0,1068491.0,1059795.0,548343.0,462784.0,4566215.0,1949675.0,2091470.0,1945131.0,974854.0,980762.0,461184.0,538600.0,1103546.0,443461.0,387100.0,350445.0,103468395.0,14009113.0,14696177.0,12221910.0,17471399.0,12980318.0,352176.0,410929.0,487930.0,854227.0,452785.0,355700.0,6397257.0,27156759.0,22084232.0,27727983.0,32353932.0,11657887.0,357890.0,479080.0,819800.0,405143.0,395533.0,397890.0,319977.0,392691.0,4333699.0,392601.0,316538.0,324331.0,363769.0,452498.0,394220.0,100831063.0,87415818.0,75370158.0,74607399.0,85810308.0,70694801.0,67542610.0,69300245.0,67568916.0,70907722.0,80890300.0,106226570.0,34219076.0,32019237.0,28696129.0,28714482.0,30641774.0,30323624.0,273066.0,270489.0,268949.0,269743.0,264546.0,234328.0,287166.0,272494.0,280304.0,398772.0,397987.0,404594.0,404240.0,402307.0,372735.0,401790.0,362264.0,357530.0
44.0,1506737.0,1039180.0,408818.0,889238.0,1627734.0,1906077.0,638255.0,610692.0,553693.0,415982.0,538491.0,1076262.0,1057814.0,539043.0,468759.0,4532265.0,1972343.0,2099044.0,1955635.0,972671.0,978877.0,458325.0,537567.0,1114028.0,446139.0,379580.0,348428.0,104075755.0,13942774.0,14726703.0,12039418.0,17532639.0,16212389.0,351544.0,408185.0,486986.0,879641.0,449255.0,356379.0,6379665.0,27252016.0,21982988.0,27604269.0,32498606.0,11639090.0,367937.0,483600.0,816380.0,408691.0,392735.0,400024.0,321190.0,394761.0,4327731.0,391278.0,311947.0,322498.0,368905.0,456546.0,390282.0,101488173.0,87568080.0,75376168.0,74801329.0,86064625.0,70757794.0,67769453.0,69576121.0,67778716.0,70998335.0,81222399.0,106941163.0,34389068.0,32218233.0,28732011.0,28842322.0,30669286.0,30379873.0,273130.0,270967.0,265085.0,268375.0,259302.0,233536.0,286296.0,272168.0,278745.0,401289.0,396752.0,401578.0,402339.0,403061.0,371255.0,400163.0,363198.0,354107.0
44.5,1516690.0,1042778.0,409329.0,888487.0,1612756.0,1930511.0,637241.0,611756.0,553079.0,415419.0,537547.0,1073889.0,1051084.0,540152.0,470598.0,4529057.0,1984272.0,2083254.0,1952835.0,972933.0,970861.0,459278.0,539808.0,1104288.0,444767.0,381319.0,352442.0,103867266.0,13958872.0,14698972.0,12339294.0,17600928.0,12962474.0,352037.0,416988.0,479257.0,889184.0,449427.0,354072.0,6390131.0,27323665.0,21949480.0,27335331.0,32589047.0,11610882.0,363662.0,484724.0,815672.0,406312.0,391823.0,399707.0,321565.0,393982.0,4322951.0,395176.0,318729.0,322946.0,366871.0,461002.0,391270.0,101960606.0,87809899.0,75477199.0,74705086.0,86301140.0,70918989.0,68070268.0,69976891.0,68250261.0,71384875.0,81654298.0,107920485.0,34604785.0,32410136.0,28852634.0,28803602.0,30790094.0,30469933.0,273116.0,266319.0,269289.0,265607.0,258550.0,234352.0,285913.0,277664.0,273892.0,398241.0,393668.0,406484.0,402279.0,405921.0,376184.0,405495.0,361502.0,355635.0
45.0,1506527.0,1035479.0,412086.0,888037.0,1629392.0,1934869.0,640513.0,613022.0,553238.0,412984.0,540756.0,1057844.0,1055026.0,537415.0,476870.0,4534521.0,1974812.0,2137175.0,1974702.0,975401.0,977563.0,456981.0,537795.0,1107155.0,445811.0,381377.0,349933.0,104350379.0,13916491.0,14651725.0,12605203.0,17664942.0,12118621.0,351156.0,411424.0,489856.0,877742.0,450683.0,354053.0,6399602.0,27240739.0,21894517.0,27408284.0,32740960.0,11640919.0,363737.0,483548.0,819179.0,410774.0,394918.0,396764.0,321529.0,392508.0,4325375.0,395730.0,315295.0,321382.0,370560.0,459849.0,390814.0,102408152.0,88238861.0,75682963.0,75041463.0,86407243.0,71052653.0,68244238.0,70117376.0,68443847.0,71880653.0,81727069.0,108901012.0,34795251.0,32463045.0,29009807.0,28909952.0,30808466.0,30617241.0,278161.0,269830.0,266912.0,268385.0,262322.0,240487.0,285844.0,274823.0,282716.0,398071.0,396332.0,407600.0,399694.0,401848.0,371226.0,406638.0,360789.0,358486.0
45.5,1511585.0,1041078.0,410310.0,884227.0,1633443.0,1928760.0,642509.0,609417.0,550384.0,413134.0,538324.0,1051563.0,1064965.0,535103.0,475270.0,4538042.0,1964414.0,2134320.0,1993431.0,971136.0,968999.0,457927.0,541606.0,1103664.0,443877.0,379784.0,352632.0,104648579.0,14116961.0,14676242.0,12510752.0,17751184.0,12312745.0,357542.0,410829.0,484183.0,866326.0,455852.0,352357.0,6385402.0,27164604.0,21817094.0,27384226.0,32824959.0,11614081.0,368294.0,482876.0,821847.0,405101.0,394672.0,397119.0,326169.0,395553.0,4319010.0,390886.0,314926.0,321931.0,367871.0,453400.0,396878.0,103002431.0,88339513.0,75755631.0,74840925.0,86283819.0,71012914.0,68335074.0,70492352.0,68635635.0,72226752.0,82494105.0,109606558.0,34869527.0,32728188.0,29066716.0,28968040.0,30950810.0,30686412.0,276707.0,269073.0,264670.0,267454.0,260486.0,239717.0,286461.0,272876.0,283489.0,400493.0,393596.0,406154.0,403632.0,406518.0,373440.0,403774.0,365467.0,356981.0
46.0,1509427.0,1047708.0,409131.0,885609.0,1640510.0,1911200.0,640976.0,614435.0,553163.0,415738.0,539009.0,1061524.0,1067168.0,541634.0,470895.0,4518239.0,1958852.0,2099488.0,2012416.0,971141.0,980452.0,462364.0,539162.0,1115334.0,445347.0,378763.0,352897.0,106367924.0,13910426.0,14678850.0,12730890.0,17799198.0,13668851.0,350423.0,411948.0,485807.0,867331.0,452288.0,357693.0,6380537.0,27088746.0,21793254.0,27659710.0,32872470.0,11601956.0,364219.0,482999.0,820963.0,408794.0,393536.0,398240.0,321052.0,388719.0,4311962.0,394010.0,311943.0,323005.0,368646.0,454927.0,396577.0,103289452.0,88737569.0,75949027.0,75287235.0,86546729.0,71192089.0,68369707.0,70551762.0,69035360.0,72500395.0,82603878.0,109875239.0,35112848.0,32800904.0,29162093.0,29100583.0,30949030.0,30769975.0,273374.0,268602.0,272839.0,268666.0,260584.0,237233.0,286232.0,275593.0,278991.0,395399.0,396600.0,403777.0,399278.0,407160.0,373521.0,403325.0,364919.0,355797.0
46.5,1509557.0,1052982.0,409252.0,893221.0,1635326.0,1908969.0,637736.0,615531.0,553855.0,415967.0,543488.0,1062762.0,1066666.0,544377.0,473773.0,4544453.0,1945205.0,2082907.0,2008230.0,968759.0,975888.0,465520.0,540492.0,1114281.0,444964.0,379391.0,353808.0,107736096.0,13997982.0,14633885.0,12815447.0,17784025.0,14352212.0,352515.0,408019.0,487660.0,866952.0,451798.0,358850.0,6361873.0,27144267.0,21818376.0,27394623.0,33227257.0,11598905.0,364549.0,481319.0,818694.0,406007.0,393701.0,400371.0,323216.0,394731.0,4300102.0,397177.0,316368.0,325905.0,367760.0,457149.0,397341.0,103930407.0,88873855.0,75870156.0,75221269.0,86750041.0,71199668.0,68711187.0,70763049.0,69178953.0,72524370.0,83074037.0,111460947.0,35251547.0,32957921.0,29267425.0,29116911.0,31017534.0,30811062.0,274690.0,273162.0,270325.0,270444.0,260825.0,235034.0,285776.0,274059.0,280829.0,401311.0,399068.0,401513.0,404667.0,399924.0,368767.0,405858.0,365213.0,356081.0
47.0,1535948.0,1042286.0,408264.0,888745.0,1615371.0,1908723.0,640095.0,614414.0,554483.0,417102.0,543310.0,1090590.0,1053794.0,537801.0,474302.0,4537566.0,1966707.0,2083561.0,2020481.0,975031.0,975837.0,466822.0,542682.0,1121858.0,443972.0,379165.0,351194.0,107971201.0,13939799.0,14647942.0,12817128.0,17901288.0,13506602.0,354334.0,408267.0,484640.0,891718.0,453237.0,353173.0,6354528.0,27269120.0,21805270.0,27218929.0,33319251.0,11599565.0,366130.0,488367.0,822325.0,410010.0,397074.0,395425.0,320363.0,397355.0,4293028.0,395411.0,315014.0,324942.0,368284.0,455426.0,394692.0,104394632.0,88814599.0,75626953.0,75156488.0,86844879.0,71340519.0,68774320.0,70985604.0,69122298.0,72672160.0,83349559.0,112328950.0,35303397.0,33096141.0,29263440.0,29143502.0,31143120.0,30710425.0,272295.0,268758.0,268901.0,267769.0,266392.0,231483.0,288636.0,274404.0,276811.0,398077.0,399065.0,403792.0,400499.0,408618.0,371945.0,406662.0,367744.0,357496.0
47.5,1526187.0,1051180.0,409775.0,881207.0,1599578.0,1919924.0,639365.0,613477.0,556381.0,417119.0,541222.0,1068328.0,1059733.0,540486.0,469909.0,4535440.0,1973840.0,2121357.0,2007976.0,974795.0,969390.0,464092.0,541296.0,1118079.0,445518.0,382766.0,351518.0,108327964.0,13921703.0,14626691.0,12724085.0,17874103.0,12704375.0,352750.0,411391.0,487171.0,888459.0,457086.0,350985.0,6385677.0,27089458.0,21810335.0,26995316.0,33254599.0,11553504.0,365820.0,486439.0,822588.0,404126.0,392088.0,398248.0,321774.0,391065.0,4282373.0,394750.0,313350.0,326705.0,370190.0,463580.0,394859.0,104862860.0,89417891.0,75826022.0,75541704.0,87147743.0,71585854.0,69101980.0,71224166.0,69531868.0,73411260.0,83697182.0,113737167.0,35505840.0,33229547.0,29439510.0,29183272.0,31187078.0,30773533.0,270323.0,265948.0,271043.0,268562.0,261289.0,237897.0,285013.0,275428.0,280750.0,398612.0,400941.0,407493.0,401195.0,405516.0,371398.0,403535.0,364771.0,357814.0
48.0,1538861.0,1041508.0,409011.0,884363.0,1630291.0,1923834.0,645533.0,612074.0,556652.0,418421.0,543195.0,1066521.0,1068944.0,540019.0,480264.0,4515596.0,1955456.0,2140741.0,2027086.0,985404.0,979505.0,462053.0,539299.0,1119072.0,447332.0,382624.0,350652.0,108034031.0,14045559.0,14650996.0,12783530.0,17994111.0,13245482.0,352515.0,411172.0,489758.0,875463.0,450999.0,359403.0,6393766.0,26962460.0,21626219.0,27161744.0,33278081.0,11536624.0,368841.0,480057.0,821652.0,405315.0,393473.0,398642.0,322130.0,389921.0,4293521.0,392040.0,314793.0,327069.0,365340.0,460979.0,396954.0,105330934.0,89550500.0,75955681.0,75318397.0,86940569.0,71432073.0,69116534.0,71299066.0,69719320.0,73846176.0,83998810.0,114663370.0,35687940.0,33366426.0,29525059.0,29296357.0,31249718.0,30962873.0,273783.0,266138.0,266911.0,270063.0,264664.0,236338.0,285383.0,277755.0,281028.0,402695.0,398473.0,406616.0,401116.0,402933.0,368313.0,402660.0,364198.0,355727.0
