,A2,A4,A6,A8,A10,A12,B2,B3,B4,B5,B6,B7,B9,B10,B11,B12,C2,C3,C4,C5,C6,C7,D2,D3,D4,D5,D6,D7,D9,D10,D11,E2,E3,E4,E5,E6,E7,E9,E10,E11,F2,F3,F4,F5,F6,F7,F9,F10,F11,G2,G3,G4,G5,G6,G7,G9,G10,G11,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
24.5,325762.0,318190.0,316543.0,318701.0,322011.0,309690.0,537900.0,524389.0,515801.0,6106730.0,5779945.0,6280563.0,272753.0,269471.0,271811.0,256553.0,5632610.0,5665964.0,5455593.0,1554435.0,1521426.0,1814791.0,4399028.0,4133243.0,4185121.0,782541.0,858009.0,879481.0,908821.0,768131.0,680190.0,4491443.0,4188882.0,4238211.0,499467.0,476574.0,507334.0,529089.0,504032.0,498253.0,5181362.0,5048080.0,4982324.0,403137.0,380837.0,391732.0,366498.0,360575.0,361360.0,2060301.0,1960038.0,1997299.0,299496.0,297128.0,291962.0,277899.0,277693.0,280319.0,697192.0,698033.0,674403.0,259167.0,255924.0,261419.0,261190.0,262819.0,261274.0,266446.0,262708.0
25.0,328105.0,315301.0,317343.0,316773.0,313871.0,307537.0,550043.0,535814.0,526159.0,6338566.0,6028865.0,6493943.0,267213.0,270465.0,271033.0,257042.0,5766627.0,5740408.0,5570953.0,1547715.0,1525184.0,1828811.0,4470252.0,4220269.0,4277438.0,781891.0,834924.0,879166.0,929364.0,793523.0,699813.0,4604379.0,4276572.0,4334079.0,493646.0,480153.0,501430.0,533118.0,508130.0,504786.0,5326591.0,5193084.0,5121584.0,398760.0,378911.0,389759.0,370802.0,357669.0,367015.0,2131640.0,2001151.0,2053012.0,300081.0,293672.0,289807.0,280079.0,274416.0,279600.0,704626.0,712692.0,690801.0,264887.0,256676.0,260853.0,261712.0,266034.0,260359.0,262659.0,262343.0
25.5,319159.0,321736.0,317278.0,317473.0,317660.0,314500.0,552432.0,539525.0,528375.0,6464546.0,6225063.0,6638421.0,273962.0,271091.0,270224.0,255535.0,5930534.0,5878489.0,5639322.0,1550863.0,1534749.0,1840213.0,4642769.0,4328200.0,4404961.0,783661.0,836581.0,883431.0,948122.0,826186.0,723591.0,4753104.0,4415136.0,4448282.0,499082.0,473456.0,506025.0,546181.0,519979.0,512705.0,5503514.0,5358422.0,5312852.0,395530.0,381223.0,392230.0,372124.0,365121.0,367127.0,2177507.0,2075151.0,2113748.0,300649.0,297034.0,295598.0,280448.0,277077.0,280970.0,720699.0,736961.0,708469.0,261002.0,257118.0,259859.0,260113.0,263231.0,259647.0,263302.0,265345.0
26.0,325184.0,319323.0,320268.0,322706.0,313982.0,313576.0,557437.0,548784.0,536376.0,6463982.0,6394208.0,6717974.0,270836.0,273566.0,272636.0,258214.0,6056343.0,6017287.0,5760908.0,1565269.0,1539187.0,1840830.0,4748097.0,4447405.0,4525052.0,781623.0,842993.0,873963.0,957354.0,856514.0,749257.0,4893782.0,4532539.0,4597531.0,500575.0,476845.0,505889.0,558999.0,531045.0,518937.0,5665000.0,5538646.0,5486122.0,403818.0,382404.0,393211.0,372084.0,364870.0,367646.0,2233138.0,2137166.0,2173677.0,299411.0,302463.0,293035.0,279743.0,275080.0,281184.0,736604.0,741282.0,723628.0,264490.0,261477.0,262310.0,262297.0,263058.0,260951.0,265693.0,262824.0
26.5,326757.0,313280.0,318112.0,319929.0,320574.0,315915.0,564864.0,553330.0,540397.0,6575064.0,6579194.0,6860388.0,269232.0,272862.0,273169.0,257126.0,6204860.0,6162158.0,5894410.0,1561368.0,1551002.0,1840142.0,4866606.0,4577305.0,4659858.0,791091.0,836784.0,887038.0,979000.0,876281.0,777004.0,5018916.0,4646690.0,4697343.0,506638.0,478174.0,506021.0,568009.0,544874.0,529703.0,5826900.0,5671705.0,5653385.0,399859.0,383055.0,393373.0,382147.0,367120.0,367877.0,2310337.0,2184038.0,2233207.0,302155.0,297450.0,297208.0,282494.0,277355.0,281854.0,758009.0,753455.0,736365.0,265345.0,258764.0,262139.0,261883.0,263492.0,262167.0,264249.0,262711.0
27.0,325345.0,313859.0,318791.0,316178.0,319450.0,310879.0,569577.0,556688.0,540274.0,6724447.0,6738762.0,6958418.0,273533.0,276150.0,271683.0,260821.0,6328092.0,6247694.0,5988478.0,1564102.0,1546782.0,1860646.0,4991954.0,4666043.0,4780182.0,791764.0,846431.0,885693.0,984729.0,903953.0,799848.0,5180546.0,4757025.0,4823884.0,505660.0,478913.0,509054.0,579174.0,549050.0,544743.0,6002615.0,5843245.0,5807616.0,396054.0,388144.0,392846.0,384312.0,371677.0,370573.0,2368254.0,2253437.0,2294615.0,298773.0,295755.0,294590.0,283618.0,276528.0,283627.0,763207.0,770535.0,746370.0,263233.0,258474.0,262500.0,260262.0,261484.0,262733.0,267178.0,268037.0
27.5,322075.0,323723.0,320463.0,323201.0,320465.0,313677.0,578753.0,566355.0,548760.0,7048093.0,6891825.0,7152062.0,272114.0,274438.0,270866.0,260463.0,6448674.0,6360070.0,6111567.0,1571919.0,1551130.0,1860698.0,5111796.0,4784224.0,4902253.0,785050.0,847264.0,892162.0,1007741.0,948074.0,839763.0,5335960.0,4926412.0,4961477.0,506276.0,482398.0,508063.0,586013.0,558246.0,553049.0,6184410.0,5981075.0,5927508.0,400774.0,378130.0,394016.0,388618.0,375752.0,380837.0,2419061.0,2304902.0,2347354.0,302709.0,299713.0,298999.0,283926.0,275406.0,289774.0,790312.0,790079.0,771447.0,266733.0,259197.0,260898.0,265345.0,268440.0,263515.0,267205.0,262965.0
28.0,323982.0,319299.0,313744.0,323757.0,321625.0,312792.0,582998.0,567528.0,554077.0,7224868.0,7032641.0,7322319.0,272185.0,275683.0,275095.0,258367.0,6590872.0,6511454.0,6217080.0,1581324.0,1551073.0,1858117.0,5216206.0,4878702.0,5031756.0,795524.0,843078.0,898409.0,1033787.0,1011964.0,905323.0,5475967.0,5044675.0,5091710.0,503891.0,479039.0,506202.0,595876.0,567674.0,565564.0,6359837.0,6153349.0,6081750.0,400733.0,384269.0,394511.0,391508.0,374010.0,382156.0,2477838.0,2360643.0,2394798.0,302754.0,299472.0,295947.0,279077.0,278172.0,290534.0,807450.0,807371.0,782893.0,264922.0,259246.0,261398.0,265173.0,265887.0,262506.0,266082.0,264073.0
28.5,330592.0,316178.0,321234.0,321943.0,322672.0,315243.0,589434.0,572999.0,560325.0,7403110.0,7201266.0,7449803.0,274306.0,268732.0,273075.0,259717.0,6758363.0,6644238.0,6362437.0,1588428.0,1563496.0,1867717.0,5346845.0,5037069.0,5180741.0,790032.0,847751.0,900289.0,1070205.0,1075786.0,978604.0,5637721.0,5187764.0,5246374.0,496554.0,482956.0,503907.0,600168.0,579983.0,572690.0,6515241.0,6250655.0,6214341.0,402636.0,383691.0,388734.0,394258.0,387319.0,384701.0,2549568.0,2403146.0,2466912.0,300198.0,296889.0,297729.0,282447.0,279463.0,295183.0,823164.0,822350.0,800791.0,268036.0,257538.0,264844.0,264741.0,260345.0,266495.0,268411.0,264962.0
29.0,329446.0,317955.0,318359.0,321525.0,325404.0,309006.0,599861.0,577640.0,563716.0,7656616.0,7392371.0,7645408.0,272983.0,272986.0,277677.0,265364.0,6876595.0,6720764.0,6501722.0,1591356.0,1566540.0,1870040.0,5483394.0,5156979.0,5333338.0,797614.0,856352.0,899174.0,1114371.0,1127553.0,1047075.0,5768745.0,5303289.0,5380853.0,501157.0,479447.0,507884.0,615253.0,594650.0,582016.0,6677519.0,6443978.0,6364912.0,400702.0,385834.0,392693.0,395725.0,385013.0,389067.0,2602804.0,2469101.0,2507828.0,302954.0,299765.0,298247.0,285788.0,283654.0,303468.0,847606.0,837054.0,812844.0,268805.0,261624.0,267168.0,268832.0,266979.0,263229.0,268733.0,269308.0
29.5,326232.0,320595.0,322142.0,322679.0,321614.0,318118.0,602890.0,585262.0,567904.0,7795102.0,7431763.0,7714559.0,275171.0,273270.0,274347.0,263095.0,7013031.0,6847904.0,6580770.0,1580538.0,1556389.0,1866073.0,5636555.0,5300874.0,5437171.0,797881.0,847560.0,895889.0,1177283.0,1184220.0,1095332.0,5922195.0,5451966.0,5514870.0,498036.0,477400.0,506622.0,626644.0,598994.0,591911.0,6801349.0,6563974.0,6513656.0,399496.0,384399.0,392521.0,401136.0,388110.0,388149.0,2656067.0,2522998.0,2568756.0,300089.0,301031.0,299637.0,289745.0,280786.0,306472.0,860377.0,854549.0,844931.0,275015.0,264843.0,269524.0,267914.0,264110.0,263702.0,264107.0,264035.0
30.0,327352.0,318756.0,316388.0,324438.0,318208.0,315450.0,606000.0,594149.0,574425.0,7917775.0,7600615.0,7816045.0,275761.0,275785.0,272878.0,266521.0,7152851.0,6992172.0,6667687.0,1587352.0,1561264.0,1870384.0,5783626.0,5387146.0,5553871.0,803200.0,857370.0,898839.0,1233982.0,1214905.0,1135203.0,6082512.0,5621020.0,5626649.0,505022.0,479525.0,506259.0,623587.0,608591.0,603625.0,6976400.0,6720385.0,6659864.0,396361.0,387478.0,395174.0,402112.0,393933.0,388992.0,2713078.0,2582451.0,2623699.0,303056.0,298834.0,300874.0,293046.0,283676.0,303066.0,929583.0,897802.0,888517.0,269010.0,265684.0,269247.0,267889.0,265500.0,268749.0,266910.0,264022.0
30.5,328313.0,320005.0,324550.0,316832.0,319371.0,312739.0,618058.0,597091.0,578118.0,8128367.0,7640743.0,7994718.0,273843.0,275017.0,277011.0,265054.0,7256486.0,7118683.0,6806687.0,1579784.0,1568678.0,1880600.0,5890028.0,5538887.0,5686964.0,796684.0,857635.0,904272.0,1309486.0,1240707.0,1145434.0,6216118.0,5766032.0,5799645.0,503772.0,481304.0,510300.0,643757.0,617929.0,635770.0,7157470.0,6870818.0,6809819.0,398661.0,383678.0,393870.0,406882.0,391773.0,394923.0,2777194.0,2647476.0,2702212.0,296130.0,303225.0,299859.0,297315.0,285148.0,305726.0,1015523.0,963204.0,951309.0,269798.0,265121.0,269097.0,268456.0,262123.0,262788.0,269042.0,268990.0
31.0,329600.0,316704.0,317720.0,319829.0,320408.0,310956.0,623945.0,600669.0,584289.0,8377997.0,7829171.0,8243919.0,274851.0,274443.0,274891.0,267140.0,7383622.0,7189406.0,6918379.0,1572488.0,1560670.0,1877824.0,6043138.0,5638603.0,5818181.0,797646.0,873654.0,902416.0,1349293.0,1262049.0,1162406.0,6354205.0,5846960.0,5920440.0,497371.0,479970.0,504333.0,652799.0,642588.0,680059.0,7334728.0,7033552.0,6986927.0,397416.0,384794.0,394295.0,422428.0,397313.0,398514.0,2856088.0,2713460.0,2757005.0,298969.0,298602.0,301323.0,302065.0,286269.0,304827.0,1126131.0,1063875.0,1070410.0,274208.0,267375.0,272740.0,270958.0,267380.0,266197.0,270944.0,265658.0
31.5,327752.0,318619.0,319979.0,321133.0,318846.0,320853.0,628295.0,611965.0,596779.0,8534749.0,7953374.0,8458934.0,278663.0,275427.0,279699.0,261890.0,7553047.0,7308903.0,6995997.0,1569285.0,1561398.0,1883279.0,6186367.0,5766026.0,5924478.0,804946.0,872455.0,907718.0,1390437.0,1276027.0,1173372.0,6548593.0,6007142.0,6061480.0,501255.0,474499.0,511549.0,678412.0,677674.0,720170.0,7472825.0,7192638.0,7098314.0,397596.0,387767.0,392809.0,433793.0,408623.0,410064.0,2907856.0,2768889.0,2812188.0,302187.0,300534.0,304118.0,303927.0,294990.0,307923.0,1242315.0,1192760.0,1163308.0,273394.0,267944.0,265726.0,269896.0,271710.0,265201.0,268280.0,265822.0
32.0,326407.0,321888.0,318918.0,322224.0,322500.0,318476.0,635809.0,614546.0,597676.0,8705717.0,8119531.0,8634184.0,280970.0,277099.0,283482.0,268036.0,7686321.0,7449681.0,7095027.0,1582242.0,1572635.0,1889683.0,6295072.0,5898113.0,6019107.0,809271.0,868771.0,917673.0,1418814.0,1280891.0,1178624.0,6657062.0,6154537.0,6173173.0,502425.0,482521.0,508553.0,720581.0,729598.0,770226.0,7640069.0,7359717.0,7271641.0,397807.0,389394.0,394261.0,454783.0,425406.0,429042.0,2979831.0,2842362.0,2866986.0,300740.0,301257.0,300025.0,307898.0,300837.0,307707.0,1335096.0,1292261.0,1262833.0,271750.0,270522.0,268217.0,269762.0,267841.0,262696.0,267498.0,267476.0
32.5,330165.0,317726.0,322591.0,322885.0,323284.0,320472.0,644304.0,617529.0,604381.0,8849099.0,8326121.0,8796906.0,274489.0,275183.0,276786.0,264947.0,7769814.0,7578987.0,7218625.0,1581364.0,1559007.0,1875621.0,6404416.0,6007405.0,6170197.0,807933.0,875627.0,915449.0,1418131.0,1293624.0,1200766.0,6797871.0,6306126.0,6359837.0,502972.0,484126.0,510296.0,773474.0,771934.0,796799.0,7817904.0,7497915.0,7399198.0,403700.0,386934.0,393327.0,477028.0,448324.0,453680.0,3042350.0,2885417.0,2928361.0,306384.0,303024.0,302763.0,307521.0,299868.0,306593.0,1407241.0,1368541.0,1325718.0,274041.0,270267.0,268616.0,271723.0,263678.0,267716.0,269796.0,267940.0
33.0,329002.0,316078.0,321285.0,320371.0,322358.0,317900.0,654226.0,629501.0,606059.0,9022216.0,8494539.0,8991452.0,275976.0,281047.0,280013.0,268878.0,7870441.0,7621899.0,7342881.0,1580085.0,1569121.0,1878100.0,6564028.0,6120236.0,6267128.0,811967.0,883129.0,911942.0,1436747.0,1294055.0,1199230.0,6955561.0,6428147.0,6481367.0,502834.0,483891.0,514000.0,817830.0,796261.0,817105.0,7955157.0,7672347.0,7581386.0,398305.0,388060.0,401223.0,483723.0,468400.0,468074.0,3089466.0,2942037.0,3001384.0,303353.0,300957.0,302003.0,306761.0,301554.0,310815.0,1465199.0,1424052.0,1370225.0,276332.0,271847.0,270889.0,271208.0,264373.0,266470.0,267249.0,270823.0
33.5,330160.0,320079.0,320796.0,320294.0,323376.0,322494.0,660699.0,636049.0,613901.0,9091788.0,8675928.0,9175584.0,275078.0,278861.0,280326.0,271730.0,8008074.0,7730283.0,7379492.0,1580933.0,1562738.0,1878738.0,6684785.0,6233036.0,6399360.0,812057.0,896666.0,916847.0,1455765.0,1307387.0,1210636.0,7111917.0,6578594.0,6583368.0,502762.0,490090.0,521030.0,846044.0,829406.0,830578.0,8163966.0,7843246.0,7717371.0,399710.0,397227.0,397595.0,498387.0,474748.0,483992.0,3186759.0,3020196.0,3058544.0,305120.0,299870.0,300560.0,310896.0,304955.0,311876.0,1508146.0,1473539.0,1423134.0,271424.0,267129.0,272200.0,271985.0,265678.0,264308.0,270577.0,272103.0
34.0,329217.0,321884.0,313677.0,323128.0,320530.0,323820.0,667605.0,642016.0,622978.0,9289231.0,8911450.0,9357391.0,278841.0,279004.0,281806.0,270231.0,8123294.0,7850940.0,7524715.0,1574265.0,1561508.0,1870431.0,6820343.0,6331163.0,6498417.0,807303.0,893470.0,920770.0,1464388.0,1319727.0,1209549.0,7257851.0,6713802.0,6765496.0,500182.0,482444.0,534164.0,876349.0,850926.0,839773.0,8334687.0,7973608.0,7894813.0,399261.0,393631.0,400879.0,507776.0,484979.0,498491.0,3329600.0,3082623.0,3171638.0,300768.0,306134.0,302184.0,305039.0,305210.0,311681.0,1531203.0,1516234.0,1448543.0,274994.0,269247.0,269974.0,269480.0,266172.0,266788.0,268406.0,268400.0
34.5,328223.0,318200.0,323110.0,319107.0,320985.0,320527.0,674909.0,647117.0,626054.0,9407671.0,9098544.0,9511392.0,278394.0,279445.0,281547.0,272903.0,8218937.0,7944805.0,7608253.0,1569541.0,1562497.0,1884300.0,6956254.0,6464180.0,6655460.0,810701.0,889869.0,924825.0,1467688.0,1313814.0,1227873.0,7399178.0,6866594.0,6894150.0,501786.0,487504.0,549610.0,905936.0,858976.0,844632.0,8536769.0,8128151.0,8036810.0,403497.0,398030.0,403663.0,511801.0,491860.0,498285.0,3632174.0,3200077.0,3460748.0,305916.0,306119.0,303371.0,305819.0,305500.0,312944.0,1585862.0,1561821.0,1483980.0,275167.0,274739.0,269943.0,271986.0,267813.0,266089.0,273513.0,270864.0
35.0,330331.0,316444.0,321636.0,318867.0,324297.0,320098.0,682704.0,652681.0,630880.0,9500322.0,9272697.0,9698984.0,278723.0,279666.0,279251.0,270115.0,8318949.0,8018580.0,7704228.0,1579867.0,1559817.0,1872981.0,7054350.0,6565464.0,6757491.0,810771.0,901497.0,920118.0,1476283.0,1325919.0,1225786.0,7552991.0,6992720.0,7044304.0,499225.0,483006.0,570874.0,912007.0,861886.0,849104.0,8681388.0,8309836.0,8176616.0,402308.0,398106.0,403653.0,511977.0,497816.0,504074.0,4125972.0,3473799.0,3912139.0,308134.0,305931.0,308737.0,307925.0,303398.0,311403.0,1621552.0,1601510.0,1534776.0,271643.0,270044.0,268666.0,275258.0,267160.0,267388.0,272219.0,266458.0
35.5,330569.0,322875.0,321120.0,323517.0,325706.0,323079.0,688036.0,659525.0,637462.0,9664932.0,9447776.0,9838392.0,279565.0,282466.0,283858.0,270471.0,8420563.0,8128551.0,7780086.0,1567882.0,1562337.0,1873614.0,7203370.0,6660717.0,6882834.0,808534.0,906427.0,921121.0,1486534.0,1331083.0,1235090.0,7718906.0,7119223.0,7206746.0,508033.0,488045.0,592920.0,917585.0,862004.0,859525.0,8866971.0,8482086.0,8377280.0,395783.0,398845.0,405214.0,512698.0,496265.0,510316.0,4697749.0,3893636.0,4427568.0,306906.0,306651.0,308192.0,308381.0,301859.0,312707.0,1657116.0,1627765.0,1555403.0,273541.0,270591.0,270223.0,273774.0,265773.0,267082.0,267499.0,264835.0
36.0,330342.0,324448.0,318727.0,322412.0,322128.0,319691.0,701220.0,666010.0,643617.0,9776963.0,9602162.0,10036820.0,282144.0,282489.0,283382.0,270233.0,8530816.0,8240827.0,7836007.0,1572967.0,1565327.0,1874866.0,7331217.0,6803129.0,6993269.0,810726.0,907225.0,925233.0,1492593.0,1337727.0,1248065.0,7844757.0,7296355.0,7308718.0,504834.0,492664.0,607811.0,928721.0,880460.0,856453.0,8985991.0,8637556.0,8504137.0,404907.0,394896.0,405682.0,513259.0,501504.0,509919.0,5195318.0,4430863.0,4927368.0,307521.0,309801.0,306149.0,311062.0,308656.0,312704.0,1690420.0,1669395.0,1597932.0,273595.0,271782.0,273818.0,272914.0,267026.0,267780.0,271470.0,262378.0
36.5,329311.0,320445.0,320422.0,319368.0,325064.0,317337.0,717086.0,676527.0,653594.0,9916264.0,9787427.0,10188026.0,282432.0,288739.0,287937.0,272564.0,8620309.0,8306084.0,7972874.0,1580443.0,1552063.0,1850605.0,7468018.0,6915667.0,7142957.0,817374.0,905078.0,930910.0,1495044.0,1336790.0,1248554.0,8023562.0,7421030.0,7496072.0,497584.0,505494.0,619965.0,926165.0,883328.0,858358.0,9168585.0,8802472.0,8645989.0,410066.0,396940.0,404988.0,519234.0,504240.0,509944.0,5563215.0,4888393.0,5261024.0,310876.0,308064.0,304500.0,309742.0,308045.0,310037.0,1713574.0,1699537.0,1623033.0,274452.0,272568.0,269576.0,268932.0,268013.0,262350.0,269640.0,265465.0
37.0,332895.0,316263.0,321744.0,323266.0,324284.0,319229.0,715928.0,686056.0,659087.0,10058775.0,9944813.0,10353313.0,282916.0,280871.0,283133.0,272101.0,8713839.0,8393285.0,8047808.0,1573149.0,1560220.0,1860104.0,7581142.0,7016112.0,7236199.0,816956.0,908612.0,925781.0,1504425.0,1350417.0,1250916.0,8210071.0,7579162.0,7649749.0,498907.0,533704.0,623505.0,931720.0,875343.0,863229.0,9337301.0,8938372.0,8857016.0,410424.0,399984.0,403852.0,517317.0,502385.0,505954.0,5799455.0,5244516.0,5500706.0,306095.0,311530.0,309136.0,311558.0,305789.0,316545.0,1743536.0,1724670.0,1660139.0,273279.0,273453.0,271024.0,269916.0,267486.0,265520.0,269818.0,265578.0
37.5,332123.0,322224.0,320830.0,325250.0,323858.0,320622.0,736177.0,690708.0,663527.0,10192313.0,10121644.0,10533854.0,282379.0,284466.0,283173.0,275332.0,8834148.0,8473750.0,8123064.0,1573282.0,1552647.0,1861365.0,7752588.0,7149098.0,7381465.0,814853.0,903009.0,931509.0,1502955.0,1342508.0,1255128.0,8356599.0,7754803.0,7768683.0,507435.0,559329.0,626159.0,944880.0,891835.0,867063.0,9741188.0,9111700.0,9397759.0,412351.0,398976.0,405212.0,521148.0,504628.0,508739.0,6004336.0,5487353.0,5655841.0,310590.0,310295.0,304599.0,314362.0,307186.0,313810.0,1766233.0,1766942.0,1684842.0,275112.0,271470.0,274385.0,272260.0,268446.0,264885.0,270154.0,272388.0
38.0,333156.0,321901.0,321654.0,324176.0,322757.0,321128.0,732337.0,697746.0,669832.0,10351341.0,10254578.0,10657133.0,286059.0,285003.0,285358.0,275075.0,8907636.0,8557775.0,8194976.0,1575920.0,1546343.0,1855806.0,7880850.0,7284743.0,7477718.0,815711.0,915077.0,933256.0,1504307.0,1358698.0,1256741.0,8515612.0,7883458.0,7910409.0,501133.0,584526.0,626363.0,938104.0,892915.0,865759.0,10532218.0,9640229.0,10309005.0,414102.0,397251.0,406833.0,520020.0,503503.0,509453.0,6118829.0,5672133.0,5766407.0,311072.0,306693.0,308732.0,314649.0,309472.0,316564.0,1787823.0,1792348.0,1707415.0,270559.0,272381.0,277391.0,269993.0,269899.0,265393.0,272499.0,271154.0
