,A2,A4,A6,A8,A10,A12,B2,B3,B4,B5,B6,B7,B9,B10,B11,B12,C2,C3,C4,C5,C6,C7,D2,D3,D4,D5,D6,D7,D9,D10,D11,E2,E3,E4,E5,E6,E7,E9,E10,E11,F2,F3,F4,F5,F6,F7,F9,F10,F11,G2,G3,G4,G5,G6,G7,G9,G10,G11,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
6.0,312925.0,305474.0,303566.0,311775.0,309897.0,297221.0,348735.0,336461.0,350343.0,815409.0,831717.0,809042.0,272684.0,273369.0,270029.0,259499.0,1100172.0,1100452.0,1065842.0,771211.0,795375.0,772640.0,1063828.0,976301.0,1091599.0,528237.0,545020.0,561230.0,315345.0,304971.0,301366.0,1076616.0,992552.0,1099033.0,382910.0,365049.0,377501.0,295396.0,293362.0,295657.0,1118392.0,1142493.0,1139871.0,334715.0,330135.0,322260.0,276569.0,274207.0,278828.0,678931.0,673977.0,665112.0,274939.0,273096.0,277851.0,269564.0,261877.0,269020.0,347960.0,360851.0,355593.0,256857.0,255981.0,256335.0,259573.0,261367.0,258118.0,263314.0,264606.0
6.5,312341.0,311771.0,308268.0,315060.0,312041.0,300579.0,353914.0,338382.0,346475.0,843185.0,867139.0,850849.0,270784.0,270493.0,270287.0,260270.0,1177005.0,1187532.0,1172730.0,827611.0,851046.0,830631.0,1158536.0,1071747.0,1169932.0,538512.0,553873.0,571475.0,322332.0,309328.0,298257.0,1176314.0,1100087.0,1191830.0,389138.0,370120.0,385357.0,297621.0,294388.0,296297.0,1217116.0,1243257.0,1231526.0,337226.0,331380.0,325345.0,275971.0,273802.0,275604.0,713257.0,708515.0,699533.0,277963.0,275843.0,283107.0,265678.0,260761.0,267766.0,351946.0,369664.0,359986.0,255450.0,256074.0,260002.0,263642.0,256214.0,261606.0,262336.0,261606.0
7.0,316395.0,309837.0,311417.0,311626.0,310191.0,299643.0,353336.0,342824.0,346354.0,882253.0,902566.0,883327.0,270647.0,269987.0,270020.0,257668.0,1311374.0,1286083.0,1280591.0,891576.0,905631.0,878380.0,1263318.0,1162308.0,1251929.0,544872.0,569483.0,594717.0,324044.0,311008.0,300923.0,1259732.0,1196670.0,1277010.0,396763.0,374810.0,394366.0,299891.0,290405.0,297224.0,1303006.0,1327931.0,1328006.0,344802.0,334145.0,331998.0,280033.0,275845.0,282808.0,747679.0,746002.0,725112.0,276476.0,276498.0,277046.0,264129.0,262689.0,267719.0,359690.0,382493.0,365311.0,254940.0,254529.0,257385.0,260307.0,260696.0,257901.0,262815.0,261730.0
7.5,311772.0,306156.0,309799.0,309549.0,310298.0,299674.0,355294.0,344783.0,355742.0,916656.0,942189.0,925574.0,269516.0,267556.0,268009.0,257827.0,1420824.0,1406776.0,1398773.0,927370.0,936881.0,950906.0,1335784.0,1242129.0,1313126.0,555437.0,573003.0,607505.0,328463.0,314609.0,308580.0,1354891.0,1266806.0,1354944.0,404379.0,382075.0,402012.0,305474.0,296424.0,304214.0,1422203.0,1423224.0,1421440.0,345112.0,334340.0,334226.0,278855.0,276113.0,282000.0,784332.0,786115.0,773095.0,279098.0,273299.0,283603.0,266199.0,263327.0,267861.0,370545.0,385870.0,373706.0,254438.0,256234.0,262951.0,255629.0,260906.0,259277.0,258890.0,259106.0
8.0,311501.0,309435.0,309728.0,313939.0,310380.0,302172.0,361393.0,352949.0,355247.0,979198.0,987716.0,973922.0,270328.0,270339.0,268917.0,257494.0,1520511.0,1518623.0,1537294.0,950434.0,955161.0,1013882.0,1416204.0,1314808.0,1392151.0,565232.0,583901.0,623192.0,326589.0,315233.0,308838.0,1427428.0,1361540.0,1447759.0,407867.0,382466.0,402313.0,302896.0,300624.0,307532.0,1513114.0,1515674.0,1524428.0,350790.0,337105.0,339567.0,278209.0,276479.0,280306.0,824383.0,820173.0,821717.0,280749.0,279709.0,280674.0,266956.0,261951.0,269124.0,373768.0,390568.0,383540.0,258041.0,255718.0,256097.0,257218.0,254195.0,252990.0,262609.0,257694.0
8.5,308449.0,311347.0,306729.0,312187.0,311537.0,302212.0,364141.0,354384.0,358459.0,1046561.0,1028299.0,1004536.0,268133.0,266873.0,265958.0,255708.0,1640104.0,1617269.0,1665000.0,972684.0,978850.0,1068013.0,1471669.0,1401336.0,1469055.0,573600.0,594484.0,637661.0,333408.0,319636.0,312380.0,1489465.0,1456146.0,1533024.0,415376.0,390701.0,409979.0,314945.0,302999.0,312082.0,1623890.0,1627430.0,1629081.0,354300.0,340721.0,343602.0,283456.0,279819.0,285155.0,866428.0,858580.0,857930.0,280170.0,277970.0,282050.0,265703.0,259820.0,269101.0,385406.0,399744.0,385536.0,253891.0,256228.0,255540.0,259828.0,257820.0,256780.0,263274.0,257868.0
9.0,313890.0,304258.0,311086.0,308733.0,310752.0,301910.0,378914.0,364884.0,365409.0,1127885.0,1072124.0,1057265.0,266831.0,268077.0,272581.0,257228.0,1768839.0,1748936.0,1792949.0,993703.0,985664.0,1097159.0,1550369.0,1463490.0,1537776.0,580453.0,599155.0,655426.0,328952.0,325249.0,312012.0,1554420.0,1544621.0,1636586.0,418701.0,390629.0,412457.0,316388.0,305604.0,311712.0,1729611.0,1733649.0,1742532.0,358502.0,343893.0,345847.0,282448.0,279816.0,286097.0,906645.0,899025.0,911078.0,285362.0,278691.0,283248.0,264081.0,261918.0,269129.0,396419.0,403840.0,396369.0,252293.0,252658.0,255146.0,256147.0,253140.0,254770.0,257530.0,256250.0
9.5,313804.0,307115.0,310490.0,309044.0,308031.0,304291.0,378411.0,368221.0,370293.0,1216076.0,1139475.0,1115006.0,266114.0,267566.0,270457.0,254432.0,1898415.0,1902798.0,1907452.0,1001800.0,1000601.0,1102542.0,1609219.0,1539490.0,1607752.0,586727.0,604922.0,661016.0,336921.0,331694.0,318857.0,1631171.0,1613495.0,1736525.0,423907.0,394856.0,415412.0,319440.0,308521.0,315782.0,1836733.0,1831492.0,1841052.0,361086.0,347226.0,348806.0,282670.0,285099.0,285101.0,950396.0,945645.0,953882.0,282787.0,281205.0,281518.0,265735.0,263593.0,266956.0,405352.0,415607.0,404957.0,253264.0,253854.0,256395.0,259299.0,256040.0,255387.0,257535.0,259092.0
10.0,312724.0,311283.0,310922.0,314593.0,310764.0,302106.0,392253.0,373109.0,377100.0,1339452.0,1198448.0,1171363.0,266046.0,263219.0,268597.0,258784.0,2046520.0,2025079.0,2019574.0,1010020.0,1010335.0,1122157.0,1688740.0,1608187.0,1697154.0,590927.0,613902.0,671558.0,340015.0,332431.0,318898.0,1698041.0,1705888.0,1801936.0,429886.0,399391.0,425972.0,321427.0,315734.0,320639.0,1949746.0,1931953.0,1950525.0,362489.0,348075.0,353916.0,285863.0,285505.0,284909.0,987787.0,982014.0,1004870.0,284998.0,281458.0,283330.0,264998.0,260739.0,267312.0,418238.0,422529.0,416471.0,252980.0,251267.0,254643.0,261267.0,255467.0,253592.0,259320.0,258605.0
10.5,314972.0,309297.0,312794.0,312726.0,314669.0,303633.0,395715.0,384289.0,383535.0,1459305.0,1261545.0,1245555.0,268877.0,267940.0,265400.0,255360.0,2205778.0,2167826.0,2147338.0,1015641.0,1006079.0,1139457.0,1767373.0,1683488.0,1779392.0,596579.0,620336.0,684926.0,346313.0,334196.0,324500.0,1774996.0,1790911.0,1858114.0,434453.0,400896.0,432571.0,328278.0,319141.0,318050.0,2072723.0,2021018.0,2039201.0,371392.0,352641.0,352636.0,290292.0,285883.0,287419.0,1027802.0,1022876.0,1040531.0,285638.0,283040.0,286044.0,271796.0,263309.0,266870.0,429370.0,433436.0,426305.0,249863.0,250907.0,258802.0,257704.0,254444.0,252961.0,262255.0,256202.0
11.0,316956.0,308222.0,310577.0,313311.0,311736.0,301355.0,406046.0,390003.0,389307.0,1537104.0,1316646.0,1323753.0,265861.0,268235.0,270683.0,255455.0,2343077.0,2327743.0,2257118.0,1024755.0,1026176.0,1148164.0,1853079.0,1743374.0,1840999.0,609098.0,618998.0,691905.0,354573.0,338286.0,328561.0,1870648.0,1826204.0,1933521.0,439965.0,406743.0,433349.0,330407.0,325274.0,323150.0,2177247.0,2132473.0,2129922.0,367503.0,349388.0,356597.0,289104.0,288753.0,293536.0,1060130.0,1058257.0,1078079.0,287378.0,282801.0,284808.0,266065.0,262632.0,270695.0,443589.0,445627.0,437640.0,256812.0,252789.0,254215.0,257013.0,253727.0,256648.0,257471.0,256929.0
11.5,312300.0,307262.0,308237.0,309986.0,312926.0,301769.0,415275.0,398245.0,397675.0,1662770.0,1374107.0,1403505.0,266108.0,268319.0,265977.0,254774.0,2450742.0,2464086.0,2356682.0,1029197.0,1030610.0,1156133.0,1941474.0,1853873.0,1918377.0,615647.0,630888.0,704195.0,364109.0,341491.0,336223.0,1943845.0,1909003.0,2010222.0,446141.0,405708.0,437837.0,335853.0,326904.0,330826.0,2291893.0,2230101.0,2228456.0,371374.0,351932.0,357428.0,291667.0,291689.0,295269.0,1102585.0,1095004.0,1113109.0,286396.0,284184.0,290095.0,265925.0,261793.0,266282.0,452183.0,459184.0,449352.0,252883.0,251104.0,257412.0,256001.0,254815.0,253551.0,257184.0,255947.0
12.0,312738.0,308667.0,309623.0,309791.0,311689.0,306067.0,416835.0,402893.0,404584.0,1806354.0,1446642.0,1507436.0,261558.0,264129.0,266789.0,252663.0,2559464.0,2582271.0,2485544.0,1040869.0,1037928.0,1179303.0,2037019.0,1911986.0,1992973.0,622723.0,633266.0,715629.0,371201.0,340827.0,336672.0,2010940.0,1998351.0,2075303.0,453137.0,406255.0,443389.0,341496.0,335738.0,336286.0,2385125.0,2320760.0,2304158.0,369265.0,350146.0,357541.0,295036.0,291498.0,296123.0,1137043.0,1131839.0,1138251.0,284122.0,279498.0,288178.0,271439.0,263599.0,266759.0,456782.0,462368.0,462383.0,251916.0,253304.0,255807.0,257605.0,253028.0,253565.0,254566.0,257715.0
12.5,319203.0,307725.0,309378.0,310581.0,312617.0,306458.0,423362.0,408965.0,411887.0,1935361.0,1507463.0,1626740.0,265663.0,261800.0,265127.0,255029.0,2682473.0,2732522.0,2614706.0,1044946.0,1064064.0,1185798.0,2116158.0,1996515.0,2084087.0,624213.0,641145.0,721482.0,391654.0,349034.0,340825.0,2123747.0,2072895.0,2171831.0,456522.0,409129.0,444510.0,349718.0,338941.0,335382.0,2485177.0,2424001.0,2413038.0,374346.0,354222.0,357950.0,297556.0,291369.0,300377.0,1183396.0,1169273.0,1167769.0,286235.0,286236.0,285883.0,267390.0,265584.0,264530.0,468673.0,474294.0,464242.0,249774.0,252734.0,257471.0,257238.0,253797.0,252247.0,257229.0,256987.0
13.0,316022.0,307113.0,313523.0,311132.0,312619.0,301174.0,427063.0,414955.0,413195.0,2068428.0,1582516.0,1833403.0,262929.0,262861.0,263940.0,250507.0,2793701.0,2837564.0,2733790.0,1067238.0,1074290.0,1207240.0,2204088.0,2062810.0,2146632.0,629226.0,644587.0,735307.0,406429.0,357941.0,349701.0,2215653.0,2162654.0,2243776.0,458622.0,411200.0,446643.0,353220.0,345081.0,339037.0,2576508.0,2513673.0,2504793.0,375972.0,356936.0,358803.0,298986.0,294659.0,297696.0,1211553.0,1198703.0,1210841.0,286344.0,283161.0,285843.0,269794.0,261894.0,267670.0,476827.0,482580.0,472310.0,252054.0,251549.0,254784.0,252718.0,251147.0,254592.0,253898.0,255535.0
13.5,315373.0,312024.0,311621.0,313116.0,311874.0,307574.0,432237.0,421204.0,416256.0,2216623.0,1659297.0,2017643.0,267396.0,266510.0,269751.0,251463.0,2915932.0,2957589.0,2829570.0,1072319.0,1076686.0,1223885.0,2301145.0,2154076.0,2220088.0,635544.0,649732.0,744945.0,420897.0,365059.0,350058.0,2297131.0,2244769.0,2307787.0,465644.0,421481.0,457025.0,360988.0,347432.0,349048.0,2664312.0,2616365.0,2595293.0,379117.0,358848.0,362310.0,299976.0,297718.0,302680.0,1247522.0,1234838.0,1232396.0,286430.0,284295.0,285000.0,267285.0,262814.0,269005.0,481757.0,489941.0,480328.0,249972.0,256394.0,253491.0,255456.0,251496.0,250181.0,254907.0,257575.0
14.0,317617.0,312615.0,311730.0,312044.0,309857.0,303056.0,436994.0,426326.0,426878.0,2428135.0,1734581.0,2223253.0,266594.0,265145.0,264694.0,252628.0,3026034.0,3081889.0,2960987.0,1084696.0,1102921.0,1239133.0,2388953.0,2218169.0,2291083.0,647272.0,655958.0,760270.0,428694.0,385532.0,363686.0,2379145.0,2318472.0,2395466.0,463804.0,423513.0,464319.0,364917.0,354473.0,353408.0,2761960.0,2712988.0,2680422.0,378994.0,359216.0,362155.0,302218.0,299124.0,304524.0,1284179.0,1260749.0,1265708.0,289719.0,283297.0,283098.0,270135.0,265531.0,271162.0,492344.0,498151.0,489677.0,248703.0,252073.0,252321.0,256671.0,253704.0,249814.0,251809.0,250731.0
14.5,316141.0,309364.0,309955.0,317961.0,314894.0,302207.0,441457.0,429505.0,424094.0,2613701.0,1853451.0,2482596.0,265075.0,264856.0,264417.0,255549.0,3160329.0,3182255.0,3082219.0,1097649.0,1114807.0,1251494.0,2487822.0,2305159.0,2377702.0,659786.0,673724.0,769211.0,443195.0,392823.0,377653.0,2460080.0,2397381.0,2458596.0,468377.0,434439.0,469685.0,375799.0,362174.0,356756.0,2850927.0,2807270.0,2773235.0,378909.0,357743.0,363788.0,308644.0,300840.0,307015.0,1312990.0,1284376.0,1283017.0,290422.0,285911.0,286232.0,268991.0,263460.0,269396.0,504559.0,505135.0,499525.0,254049.0,251703.0,251989.0,257533.0,249940.0,251674.0,252176.0,252659.0
15.0,314275.0,307665.0,314020.0,311988.0,312332.0,299757.0,444047.0,432489.0,428436.0,2831169.0,1991965.0,2726517.0,267111.0,265994.0,266479.0,251944.0,3297267.0,3323877.0,3215234.0,1123183.0,1134413.0,1285688.0,2571998.0,2400488.0,2449953.0,665489.0,681857.0,776626.0,457551.0,404454.0,382626.0,2528396.0,2484844.0,2547325.0,475640.0,438013.0,467991.0,380941.0,368034.0,368026.0,2936140.0,2894684.0,2869442.0,379893.0,359732.0,363249.0,313306.0,306526.0,309319.0,1346271.0,1319773.0,1317396.0,290426.0,288678.0,287249.0,268266.0,262047.0,265801.0,515985.0,512784.0,504298.0,250562.0,253316.0,254544.0,259325.0,252344.0,254206.0,255139.0,255149.0
15.5,320674.0,312812.0,308426.0,311006.0,313938.0,307513.0,446801.0,441873.0,435520.0,3007029.0,2109074.0,2948918.0,265584.0,261079.0,267719.0,251225.0,3418046.0,3438678.0,3325544.0,1136345.0,1153038.0,1307798.0,2663527.0,2460301.0,2510389.0,679903.0,693678.0,784379.0,473625.0,413233.0,389893.0,2603459.0,2550043.0,2630609.0,481936.0,447551.0,475130.0,390405.0,379074.0,370026.0,3043173.0,2999457.0,2963285.0,383333.0,363614.0,361876.0,312323.0,308818.0,317174.0,1368395.0,1342765.0,1340939.0,292779.0,287721.0,290206.0,268251.0,264374.0,268999.0,516729.0,518936.0,516524.0,252830.0,253753.0,253482.0,258340.0,251328.0,254767.0,254154.0,255571.0
16.0,320033.0,312323.0,309965.0,312152.0,307938.0,306678.0,453203.0,438842.0,436559.0,3278022.0,2285549.0,3037502.0,268846.0,266778.0,264471.0,252103.0,3524309.0,3568166.0,3474670.0,1146508.0,1162823.0,1325187.0,2743128.0,2524473.0,2571008.0,685562.0,708477.0,794336.0,479483.0,426900.0,397118.0,2649267.0,2622737.0,2709161.0,480965.0,447924.0,477706.0,394853.0,380573.0,375675.0,3114638.0,3079005.0,3043095.0,385482.0,361592.0,365197.0,318933.0,311917.0,320511.0,1388341.0,1379314.0,1370042.0,291238.0,288245.0,287661.0,272129.0,268912.0,271187.0,528895.0,523036.0,526977.0,252018.0,252255.0,251167.0,254936.0,255258.0,250981.0,255946.0,251089.0
16.5,314523.0,309901.0,310207.0,314481.0,311559.0,301432.0,454640.0,446507.0,442322.0,3502188.0,2449229.0,3239990.0,267768.0,267376.0,266991.0,253539.0,3654572.0,3727474.0,3630523.0,1154402.0,1179425.0,1333087.0,2829114.0,2594804.0,2647163.0,698829.0,737103.0,814951.0,500375.0,437491.0,406335.0,2760831.0,2713207.0,2805865.0,481691.0,451672.0,484419.0,403782.0,384253.0,387073.0,3214662.0,3153436.0,3144185.0,386053.0,362837.0,364240.0,320550.0,315750.0,320065.0,1429485.0,1401588.0,1389473.0,289581.0,287994.0,291492.0,271735.0,266008.0,268998.0,535140.0,538790.0,528090.0,253466.0,249608.0,253435.0,259757.0,248580.0,247520.0,252159.0,251905.0
17.0,318806.0,310671.0,310722.0,310986.0,314874.0,304458.0,468257.0,451542.0,441521.0,3544335.0,2681066.0,3432885.0,264664.0,265891.0,265852.0,250062.0,3763620.0,3832651.0,3736787.0,1163493.0,1199338.0,1361949.0,2901985.0,2677345.0,2720507.0,719473.0,768797.0,822706.0,515851.0,455955.0,415213.0,2870270.0,2816863.0,2880831.0,482534.0,460892.0,484950.0,409605.0,399115.0,393900.0,3332806.0,3265028.0,3229001.0,387485.0,363718.0,367990.0,325843.0,316998.0,321918.0,1460356.0,1422717.0,1429597.0,295711.0,292783.0,291231.0,273881.0,266419.0,272215.0,545521.0,543027.0,535912.0,254124.0,250642.0,253705.0,257657.0,251095.0,249448.0,253738.0,253383.0
17.5,315738.0,309838.0,310408.0,315097.0,312113.0,304668.0,467733.0,452564.0,443992.0,3790545.0,3092026.0,3695685.0,267370.0,268516.0,267121.0,255980.0,3906031.0,3933871.0,3858151.0,1184362.0,1204959.0,1382568.0,2977497.0,2754213.0,2789987.0,731186.0,770785.0,831293.0,531655.0,466577.0,429346.0,2961984.0,2899739.0,2960943.0,487288.0,465516.0,485735.0,423410.0,404455.0,401725.0,3396863.0,3355751.0,3330965.0,390843.0,367814.0,374136.0,328192.0,321866.0,323300.0,1484316.0,1447161.0,1452662.0,294852.0,286404.0,289216.0,267891.0,265489.0,270697.0,555516.0,549192.0,546202.0,254701.0,252694.0,251750.0,257454.0,254637.0,245458.0,255330.0,250285.0
18.0,321316.0,311037.0,312201.0,314416.0,313513.0,308917.0,469925.0,458310.0,451236.0,3969022.0,3209009.0,3858369.0,265964.0,265270.0,267236.0,253541.0,4024575.0,4071690.0,3957039.0,1204075.0,1227363.0,1404766.0,3055614.0,2810027.0,2882742.0,750875.0,777319.0,842652.0,557694.0,475600.0,440539.0,3059884.0,2976910.0,3038939.0,485324.0,471806.0,489407.0,431003.0,410529.0,408865.0,3503417.0,3453064.0,3410549.0,389796.0,368433.0,375078.0,329004.0,321024.0,326073.0,1513168.0,1468723.0,1478408.0,295453.0,288127.0,288989.0,269882.0,266560.0,271865.0,560714.0,561583.0,550683.0,254716.0,248613.0,257040.0,257999.0,255126.0,253685.0,255399.0,253563.0
18.5,317996.0,313585.0,313139.0,311114.0,314334.0,306446.0,478809.0,460750.0,457760.0,4183170.0,3541686.0,4091715.0,268606.0,266305.0,265747.0,255181.0,4142023.0,4223716.0,4112758.0,1229646.0,1238914.0,1422656.0,3155084.0,2904752.0,2982789.0,756043.0,781951.0,849227.0,578496.0,485889.0,450135.0,3169424.0,3076375.0,3124071.0,487552.0,463664.0,491136.0,440001.0,416374.0,413382.0,3610646.0,3532758.0,3518003.0,388415.0,368220.0,374820.0,333515.0,327263.0,332712.0,1556229.0,1509062.0,1517618.0,295189.0,290062.0,290089.0,274898.0,268435.0,270344.0,570896.0,572395.0,560361.0,247147.0,253578.0,255873.0,253169.0,254444.0,255550.0,255697.0,252304.0
19.0,321879.0,310595.0,313740.0,311497.0,318158.0,305943.0,481045.0,468256.0,455614.0,4209523.0,3764687.0,4328961.0,267915.0,268461.0,269504.0,253635.0,4263366.0,4325807.0,4232126.0,1248367.0,1262300.0,1452599.0,3245843.0,3009078.0,3074907.0,766710.0,789178.0,850498.0,604759.0,503249.0,464784.0,3259040.0,3140531.0,3213285.0,489966.0,471036.0,490374.0,442280.0,424214.0,425823.0,3710135.0,3663438.0,3599647.0,391527.0,372868.0,378119.0,333503.0,326234.0,330049.0,1581079.0,1534542.0,1541105.0,295063.0,289825.0,289598.0,272346.0,267154.0,273814.0,579456.0,579811.0,570760.0,251984.0,254076.0,256399.0,254220.0,257274.0,255001.0,254995.0,258496.0
19.5,317996.0,312958.0,308899.0,318147.0,316080.0,307076.0,486168.0,475297.0,463007.0,4438871.0,3808401.0,4551493.0,267654.0,267586.0,267834.0,256368.0,4409193.0,4454582.0,4329328.0,1281792.0,1283047.0,1468158.0,3345586.0,3114549.0,3171144.0,771221.0,793938.0,855036.0,627218.0,521652.0,476235.0,3341822.0,3236795.0,3292155.0,492720.0,475195.0,497362.0,451259.0,429048.0,428349.0,3819816.0,3767803.0,3705499.0,395410.0,369622.0,378296.0,343791.0,329201.0,338172.0,1609340.0,1559110.0,1572812.0,295321.0,290047.0,292850.0,269408.0,265403.0,272753.0,591612.0,591501.0,578820.0,255145.0,254640.0,259490.0,257231.0,255452.0,255213.0,259964.0,259576.0
20.0,319994.0,318129.0,309919.0,315497.0,312728.0,310294.0,482853.0,476456.0,468186.0,4553095.0,3749371.0,4754418.0,265479.0,262281.0,268106.0,254104.0,4508854.0,4579550.0,4424623.0,1325919.0,1310776.0,1487446.0,3438148.0,3195783.0,3256180.0,768642.0,795693.0,857294.0,656657.0,542886.0,487409.0,3452749.0,3344371.0,3382310.0,497013.0,479936.0,500071.0,462220.0,443407.0,439355.0,3932241.0,3875381.0,3807088.0,393991.0,372087.0,376433.0,340233.0,334153.0,336153.0,1639743.0,1591163.0,1608997.0,295659.0,293147.0,293443.0,274453.0,270227.0,271642.0,594843.0,604891.0,596818.0,253912.0,253576.0,253383.0,259623.0,259818.0,257242.0,261095.0,255286.0
20.5,324237.0,310611.0,316778.0,316850.0,317309.0,312056.0,490314.0,481592.0,468782.0,4593829.0,4056375.0,4917621.0,267671.0,266829.0,265154.0,254318.0,4627021.0,4715268.0,4574614.0,1371419.0,1349994.0,1518403.0,3569746.0,3294626.0,3357641.0,770069.0,793876.0,859159.0,675757.0,562794.0,505620.0,3577063.0,3422570.0,3473530.0,496522.0,479829.0,500892.0,465853.0,446206.0,447504.0,4040042.0,3977529.0,3917129.0,397220.0,373972.0,378594.0,346472.0,336708.0,340333.0,1687148.0,1631455.0,1657524.0,301632.0,291437.0,294382.0,274659.0,271414.0,274748.0,608396.0,614537.0,599106.0,253992.0,252905.0,256325.0,255656.0,258091.0,257391.0,258350.0,259187.0
21.0,321703.0,312973.0,315988.0,314989.0,318071.0,306425.0,496581.0,484429.0,474515.0,4702790.0,4121806.0,5069175.0,272391.0,271704.0,270165.0,256537.0,4770596.0,4805962.0,4692143.0,1409948.0,1381482.0,1554055.0,3670574.0,3409992.0,3468398.0,779031.0,793812.0,862172.0,706778.0,588584.0,511618.0,3663936.0,3506927.0,3565175.0,501237.0,480916.0,503231.0,471694.0,454747.0,451635.0,4153091.0,4096195.0,4039547.0,395543.0,374356.0,382294.0,347216.0,341858.0,344949.0,1719828.0,1648607.0,1678500.0,299538.0,290152.0,293367.0,271478.0,270207.0,276625.0,614464.0,622816.0,600571.0,258324.0,254043.0,255568.0,260047.0,260263.0,257505.0,260478.0,261297.0
21.5,317155.0,314771.0,312158.0,315742.0,316593.0,307326.0,503226.0,494118.0,487435.0,4813759.0,4168614.0,5269734.0,267601.0,268377.0,270494.0,254918.0,4889657.0,4930015.0,4778667.0,1440895.0,1417606.0,1579219.0,3771166.0,3510029.0,3566683.0,778694.0,804495.0,864440.0,736183.0,613130.0,535627.0,3786270.0,3595183.0,3641950.0,499890.0,475199.0,509150.0,488527.0,466075.0,454326.0,4285436.0,4201066.0,4141486.0,399240.0,376326.0,384351.0,349530.0,346577.0,343728.0,1760936.0,1699498.0,1727824.0,299855.0,292947.0,295765.0,277825.0,272092.0,275303.0,624565.0,631548.0,615139.0,254826.0,254571.0,255817.0,255484.0,260769.0,255715.0,258586.0,261753.0
22.0,321509.0,315642.0,313876.0,318366.0,315929.0,311589.0,508047.0,496749.0,493311.0,4934736.0,4306321.0,5428153.0,265563.0,268604.0,270220.0,255569.0,5017734.0,5068609.0,4890472.0,1481933.0,1439909.0,1630069.0,3861963.0,3606413.0,3657614.0,777398.0,795356.0,866554.0,765136.0,630896.0,558416.0,3881501.0,3698183.0,3745710.0,501321.0,478510.0,506570.0,489155.0,469835.0,463553.0,4398021.0,4344705.0,4292233.0,399120.0,374362.0,386083.0,352282.0,345875.0,347390.0,1799185.0,1733294.0,1756587.0,299469.0,294546.0,289446.0,271884.0,271299.0,277681.0,636041.0,643825.0,624692.0,256503.0,253587.0,255228.0,258911.0,260864.0,260037.0,263789.0,258658.0
22.5,322076.0,316168.0,316126.0,320880.0,321405.0,315496.0,519428.0,503433.0,494966.0,5166922.0,4549255.0,5626987.0,266473.0,268423.0,270336.0,254758.0,5120972.0,5172221.0,5024770.0,1508518.0,1476571.0,1657892.0,3966886.0,3721944.0,3739351.0,778891.0,808162.0,877240.0,790671.0,664652.0,581099.0,3988522.0,3789208.0,3858976.0,498326.0,478008.0,507148.0,497210.0,481356.0,465032.0,4547657.0,4468337.0,4410827.0,403717.0,379345.0,388756.0,355229.0,344450.0,350215.0,1857524.0,1765312.0,1807418.0,298994.0,293403.0,294116.0,276656.0,271118.0,276880.0,640588.0,650212.0,638729.0,258859.0,255579.0,255817.0,262897.0,260577.0,263128.0,266474.0,264988.0
23.0,319703.0,311766.0,316460.0,317639.0,319682.0,309211.0,522813.0,506343.0,500359.0,5487638.0,4954261.0,5809928.0,267326.0,271373.0,268352.0,255041.0,5278351.0,5279222.0,5118136.0,1520303.0,1487567.0,1715921.0,4091723.0,3816364.0,3860745.0,779802.0,829848.0,870920.0,818169.0,690067.0,606595.0,4114654.0,3896485.0,3930113.0,501521.0,479607.0,505185.0,507741.0,479044.0,475421.0,4683229.0,4602657.0,4576350.0,405640.0,382494.0,387244.0,358173.0,356225.0,351107.0,1900156.0,1811131.0,1854771.0,295590.0,292166.0,297557.0,278131.0,273604.0,278530.0,654080.0,663418.0,647302.0,258824.0,255185.0,256339.0,261697.0,263310.0,256088.0,262725.0,261309.0
23.5,321557.0,316076.0,317091.0,317328.0,318567.0,313808.0,525635.0,519528.0,510599.0,5779480.0,5296444.0,6012126.0,267234.0,270349.0,268603.0,258495.0,5386070.0,5389593.0,5233599.0,1537720.0,1501716.0,1745695.0,4177759.0,3926739.0,3949481.0,779838.0,854858.0,870732.0,848921.0,716915.0,630740.0,4225561.0,3987895.0,4021996.0,503981.0,478267.0,503858.0,512345.0,488035.0,479064.0,4855149.0,4733383.0,4695858.0,399935.0,382495.0,387541.0,361060.0,350610.0,356320.0,1944169.0,1856156.0,1901112.0,297006.0,294098.0,294907.0,279361.0,270986.0,278404.0,663379.0,682232.0,655601.0,262321.0,256923.0,260746.0,256415.0,260938.0,260077.0,263193.0,260002.0
24.0,322990.0,316553.0,316557.0,319003.0,318968.0,313102.0,535527.0,521175.0,514318.0,5915517.0,5509567.0,6090863.0,269886.0,267292.0,269377.0,256778.0,5518791.0,5546714.0,5323248.0,1543829.0,1506834.0,1779127.0,4285526.0,4026568.0,4064778.0,781945.0,869197.0,870422.0,881083.0,744718.0,652442.0,4370931.0,4092094.0,4124744.0,503451.0,480754.0,504440.0,520843.0,494889.0,490968.0,5017383.0,4879127.0,4854903.0,397657.0,381244.0,390754.0,364565.0,353868.0,358719.0,2020303.0,1913706.0,1962861.0,296952.0,296294.0,293826.0,279929.0,273642.0,279162.0,678389.0,686839.0,668783.0,261259.0,253097.0,257771.0,260195.0,258765.0,258478.0,262229.0,262584.0
